#,Keyword,Position,Position History,Position History Date,Volume,URL,Difficulty,Traffic (desc),CPC,Last Update,Page URL inside,SERP Features,Website
601,friday black 2016,31,31,,20,https://monetate.com/blog/black-friday-ecommerce-metrics-and-benchmarks/,24,0,,12/27/2019 1:20,,"Image pack, People also ask, Top stories, Thumbnail, Sitelinks",monetate.com
602,target cartwheel help,36,76,12/6/2019 8:57,60,https://monetate.com/blog/target-cartwheel-customer-engagement-or-a-spinning-wheel/,64,0,,1/5/2020 14:42,,"People also ask, Sitelinks, Top stories, Thumbnail, Image pack",monetate.com
603,farmers insurance mer mutts commercial,29,19,12/5/2019 19:37,10,https://monetate.com/blog/strategy-farmers-insurance-ads-mike-linton/,1,0,,1/4/2020 14:43,,"Video, Thumbnail, Image pack",monetate.com
604,a/b test,45,41,1/7/2020 22:26,1800,https://monetate.com/glossary/ab-testing/,80,0,,1/15/2020 10:17,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",monetate.com
605,iphone 6 basics,34,36,12/20/2019 13:53,40,https://monetate.com/blog/a-reminder-in-ecommerce-basics-from-apples-iphone-6-announcement/,26,0,15,1/20/2020 19:29,,"Video, People also ask, Sitelinks",monetate.com
606,what is device personalization services,40,71,12/10/2019 12:28,150,https://monetate.com/glossary/ecommerce-personalization/,0,0,,1/10/2020 14:48,,Image pack,monetate.com
607,mobile retail trends,19,25,12/3/2019 21:58,10,https://monetate.com/blog/back-to-school-retail-trends-study-findings/,17,0,3,1/2/2020 3:41,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Image pack, People also ask, Adwords bottom",monetate.com
608,mama jojo,37,44,12/18/2019 12:32,70,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,6,0,0.6,1/18/2020 14:15,,"Adwords top, Sitelinks, Top stories, Thumbnail, Tweet box",monetate.com
609,advertising segmentation,37,58,12/5/2019 1:54,70,https://monetate.com/glossary/segmentation/,15,0,,1/4/2020 11:57,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",monetate.com
610,back to school trends 2019,42,42,,200,https://monetate.com/blog/back-to-school-retail-trends-study-findings/,12,0,,1/13/2020 13:10,,"Sitelinks, Top stories, Thumbnail, Image pack, People also ask",monetate.com
611,martha mathers,35,35,,40,https://get.monetate.com/gartner-critical-capabilities-2019/,0,0,,1/21/2020 20:55,,Video,monetate.com
612,monitate,24,24,,40,https://monetate.com/blog/resources/video-why-do-we-need-machine-learning/,5,0,0.01,12/31/2019 7:56,Top stories,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",monetate.com
613,sheplers free shipping,32,54,11/28/2019 1:33,20,https://monetate.com/blog/sheplers-blazes-digital-trails-in-online-marketing-2/,26,0,,12/26/2019 18:15,,"Adwords top, Sitelinks, Image pack",monetate.com
614,kibo commerce careers,31,27,12/6/2019 12:58,20,https://monetate.com/blog/news/kibo-monetate-acquisition/,3,0,,1/5/2020 23:07,,"Sitelinks, Top stories, Thumbnail, Image pack, Video",monetate.com
615,old school run,36,36,,50,https://monetate.com/blog/crawl-walk-and-run-away-from-this-old-school-approach/,36,0,1.3,1/12/2020 6:02,,"Sitelinks, Tweet box, Top stories, Thumbnail, People also ask",monetate.com
616,bounce rate benchmarks,38,38,,80,https://monetate.com/blog/is-mobile-bounce-rate-on-the-decline/,56,0,,1/16/2020 17:26,,People also ask,monetate.com
617,multivariate experiments,33,29,12/5/2019 4:50,30,https://monetate.com/glossary/multivariate-testing/,29,0,,1/5/2020 2:11,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",monetate.com
618,l2 scott galloway,42,92,11/30/2019 3:21,200,https://monetate.com/blog/best-of-monetatesummit-day-3-part-4-scott-galloway-l2/,23,0,1.3,12/29/2019 8:46,,"Sitelinks, Video, Image pack",monetate.com
619,server side testing,34,39,11/27/2019 6:25,30,https://monetate.com/personalization-engine/testing-and-optimization/,3,0,3,12/24/2019 16:21,,"Adwords top, Sitelinks, People also ask",monetate.com
620,directv com move,42,47,12/14/2019 20:02,200,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,10,0,2.5,1/14/2020 1:16,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",monetate.com
621,jo jo maman,33,30,12/6/2019 9:32,20,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,6,0,0.35,1/5/2020 16:24,,"Adwords top, Sitelinks, Tweet box, Top stories, Thumbnail, Image pack",monetate.com
622,thanksgiving online deals 2015,32,32,,20,https://monetate.com/blog/news/monetate-influences-one-in-three-dollars-spent-online-on-thanksgiving-and-black-friday-2015-tis-the-season-for-mobile-shopping/,51,0,,1/4/2020 16:02,,Image pack,monetate.com
623,marketing return on investment,41,41,,250,https://monetate.com/glossary/return-on-investment/,46,0,,1/5/2020 2:33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",monetate.com
624,jojo maman,41,44,12/5/2019 14:00,300,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,11,0,0.6,1/5/2020 2:01,,"Adwords top, Sitelinks, Tweet box, Top stories, Thumbnail, Image pack",monetate.com
625,what is an average conversion rate for ecommerce,30,66,12/16/2019 12:31,10,https://monetate.com/glossary/conversion-rate/,65,0,,1/15/2020 22:04,,People also ask,monetate.com
626,blog maman,31,33,12/11/2019 20:08,20,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,6,0,,1/11/2020 7:38,,"Sitelinks, Image pack",monetate.com
627,directv movers special,34,31,12/18/2019 16:37,30,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,12,0,4,1/18/2020 11:14,,"People also ask, Video",monetate.com
628,behavioral targeting examples,37,41,12/22/2019 17:26,60,https://monetate.com/glossary/behavioral-targeting/,12,0,3,1/22/2020 7:23,,"Featured snippet, Thumbnail, People also ask",monetate.com
629,sur la table free shipping,44,52,12/2/2019 2:12,250,https://monetate.com/blog/resources/sur-la-table/,27,0,0.8,12/31/2019 14:43,,Image pack,monetate.com
630,channel super bowl 2014,38,38,,70,https://monetate.com/blog/breaking-down-the-superbowls-multi-channel-champions/,11,0,,12/25/2019 17:47,,"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail, Image pack, Video",monetate.com
631,farmers insurance commercial with dogs,41,31,11/29/2019 2:57,150,https://monetate.com/blog/strategy-farmers-insurance-ads-mike-linton/,3,0,10,12/26/2019 21:59,,"Featured snippet, Thumbnail, Video, Image pack",monetate.com
632,revzilla login,36,26,11/30/2019 8:53,40,https://monetate.com/blog/revzilla-uses-video-to-optimize-ecommerce-shopping/,19,0,0.15,12/28/2019 14:06,,"Adwords top, Sitelinks, Video",monetate.com
633,omni channel use cases,33,36,12/14/2019 17:28,20,https://monetate.com/glossary/omnichannel-personalization/,5,0,,1/14/2020 16:09,,"Sitelinks, People also ask, Adwords bottom",monetate.com
634,godiva website,36,36,,40,https://monetate.com/blog/godiva-finds-new-ways-to-wow-web-visitors/,45,0,0.3,1/15/2020 16:40,,"Adwords top, Sitelinks, Tweet box, People also ask, Shopping results, Thumbnail",monetate.com
635,display campaign optimizer,40,41,12/7/2019 6:48,100,https://monetate.com/blog/display-101-a-fundamentals-crib-sheet/,3,0,,1/7/2020 4:36,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, Adwords bottom",monetate.com
636,machine learning for ecommerce,33,35,12/10/2019 14:10,20,https://monetate.com/glossary/machine-learning/,6,0,,1/10/2020 3:33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",monetate.com
637,onsite personalization,31,34,12/4/2019 2:04,10,https://monetate.com/glossary/ecommerce-personalization/,30,0,19,1/3/2020 16:54,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",monetate.com
638,a/b testing website,38,47,12/10/2019 5:44,60,https://monetate.com/glossary/ab-testing/,59,0,,1/9/2020 22:38,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",monetate.com
639,personalized online shopping,33,39,12/18/2019 20:20,20,https://monetate.com/glossary/ecommerce-personalization/,17,0,2.5,1/18/2020 22:01,,"Adwords top, Sitelinks, People also ask, Adwords bottom",monetate.com
640,revzilla zla,31,28,12/9/2019 2:57,10,https://monetate.com/blog/revzilla-uses-video-to-optimize-ecommerce-shopping/,1,0,,1/8/2020 22:54,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, Video",monetate.com
641,what is behavioral targeting,40,36,12/21/2019 18:39,90,https://monetate.com/glossary/behavioral-targeting/,4,0,4,1/21/2020 15:08,,"Featured snippet, Thumbnail, People also ask, Top stories",monetate.com
642,directv website,45,54,1/11/2020 13:09,700,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,80,0,0.9,1/19/2020 15:10,,"Adwords top, Sitelinks, People also ask",monetate.com
643,lightboxes website,32,31,12/15/2019 5:20,20,https://monetate.com/blog/how-to-use-lightboxes-to-enhance-your-visitors-experience/,28,0,,1/15/2020 16:05,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Shopping results",monetate.com
644,revzilla blog,39,38,12/18/2019 6:42,70,https://monetate.com/blog/revzilla-uses-video-to-optimize-ecommerce-shopping/,17,0,,1/18/2020 15:27,,"Adwords top, Sitelinks, Top stories, Thumbnail",monetate.com
645,jojo bebe maman,37,31,11/27/2019 11:00,40,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,10,0,0.25,12/25/2019 7:12,,"Adwords top, Sitelinks, Tweet box, Top stories, Thumbnail, Image pack",monetate.com
646,personalization def,34,24,12/4/2019 12:38,20,https://monetate.com/glossary/ecommerce-personalization/,13,0,,1/3/2020 11:11,,"Knowledge card, People also ask",monetate.com
647,farmers insurance interview,37,36,12/7/2019 2:29,40,https://monetate.com/blog/strategy-farmers-insurance-ads-mike-linton/,3,0,,1/7/2020 11:28,,"People also ask, Video, Thumbnail, Image pack",monetate.com
648,focus and testing,48,42,1/9/2020 22:39,500,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,0,0,0.35,1/17/2020 17:26,,Sitelinks,monetate.com
649,eq research guide,49,57,12/9/2019 13:26,450,https://monetate.com/resources/,0,0,,1/9/2020 10:31,,Video,monetate.com
650,aov,71,68,1/19/2020 8:36,6100,https://monetate.com/glossary/average-order-value/,32,0,0.7,1/22/2020 1:35,,"Sitelinks, People also ask, Top stories, Thumbnail",monetate.com
651,clarks journeys,40,54,12/15/2019 21:26,80,https://monetate.com/blog/news/contentsquare-and-monetate-bridge-customer-experience-gap-between-brands-and-people/,1,0,0.5,1/15/2020 14:22,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Video",monetate.com
652,average conversion rate ecommerce,41,58,12/15/2019 20:41,200,https://monetate.com/glossary/conversion-rate/,65,0,20,1/15/2020 8:46,,"Featured snippet, Thumbnail, People also ask",monetate.com
653,website conversion rates by industry,35,67,12/1/2019 18:39,30,https://monetate.com/glossary/conversion-rate/,62,0,10,12/30/2019 8:39,,"Featured snippet, Thumbnail, People also ask, Video",monetate.com
654,little owl townhouse,38,38,,50,https://get.monetate.com/nyc-executive-dinner/,0,0,,1/8/2020 19:46,,"Sitelinks, Image pack, Video",monetate.com
655,sasha gartner,37,44,12/12/2019 2:06,40,https://monetate.com/,0,0,,1/11/2020 22:06,,"Image pack, Video",monetate.com
656,a/b testing,49,47,1/19/2020 12:41,27000,https://monetate.com/glossary/ab-testing/,80,0,,1/22/2020 11:23,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories",monetate.com
657,usps movers,38,33,12/3/2019 10:03,50,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,46,0,4.5,1/2/2020 0:26,,"Sitelinks, People also ask, Top stories, Thumbnail",monetate.com
658,farmers insurance cmo,32,21,12/4/2019 13:31,10,https://monetate.com/blog/strategy-farmers-insurance-ads-mike-linton/,3,0,,1/4/2020 7:25,,"Top stories, Thumbnail, Video",monetate.com
659,target com cartwheel,46,40,12/2/2019 6:47,300,https://monetate.com/blog/target-cartwheel-customer-engagement-or-a-spinning-wheel/,64,0,0.9,12/31/2019 16:50,,"People also ask, Top stories, Thumbnail, Knowledge panel",monetate.com
660,testing anywhere tool,33,34,11/28/2019 12:38,20,https://monetate.com/personalization-engine/testing-and-optimization/,3,0,8,12/26/2019 11:30,,"Featured snippet, Thumbnail, Top stories, Sitelinks, Image pack",monetate.com
661,true religion email,33,34,12/5/2019 3:27,20,https://info.monetate.com/CCSTrueReligion1_CustomerStory.html,4,0,2,1/4/2020 16:21,,"Sitelinks, People also ask, Video",monetate.com
662,warby parker annual report 2016,35,32,12/5/2019 11:39,20,https://monetate.com/blog/mary-meeker-internet-trends-ecommerce-online-shopping/,18,0,,1/4/2020 12:00,,"People also ask, Video, Image pack",monetate.com
663,wikipedia ecommerce,36,36,,30,https://monetate.com/,41,0,,12/25/2019 12:11,,"Sitelinks, People also ask",monetate.com
664,kibo careers,45,45,,200,https://monetate.com/blog/news/kibo-monetate-acquisition/,0,0,,12/29/2019 19:49,,"Sitelinks, Video, Image pack",monetate.com
665,etail uk,32,62,11/30/2019 1:21,10,https://monetate.com/about/events/,22,0,,12/29/2019 2:00,,"Sitelinks, Top stories, Thumbnail",monetate.com
666,jojo maman maternity,32,38,12/21/2019 8:10,10,https://monetate.com/blog/jojo-maman-bebe-a-growth-spurt-from-testing-to-machine-driven-personalisation/,4,0,0.45,1/21/2020 18:53,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories",monetate.com
667,what is aov,41,36,12/11/2019 1:28,300,https://monetate.com/glossary/average-order-value/,15,0,,1/11/2020 18:08,,"Featured snippet, People also ask, Top stories, Thumbnail",monetate.com
668,optimize logo,37,42,12/10/2019 12:16,30,https://monetate.com/,1,0,3,1/10/2020 0:17,,"Image pack, Top stories, Thumbnail",monetate.com
669,kibo support,36,36,,30,https://monetate.com/blog/news/kibo-monetate-acquisition/,8,0,1,1/5/2020 12:40,,"People also ask, Sitelinks, Top stories, Thumbnail",monetate.com
670,addtocart,40,39,12/17/2019 8:24,60,https://monetate.com/glossary/add-to-cart-rate/,10,0,,1/17/2020 11:31,,"Top stories, Thumbnail",monetate.com
671,bazaarvoice blog,36,46,12/1/2019 22:11,30,https://monetate.com/blog/news/monetate-and-bazaarvoice-inc-partner-to-transform-holiday-shoppers-into-long-term-customers/,10,0,,12/29/2019 19:26,,"Adwords top, Sitelinks, Image pack",monetate.com
672,thanksgiving sales 2015,35,35,,20,https://monetate.com/blog/news/monetate-influences-one-in-three-dollars-spent-online-on-thanksgiving-and-black-friday-2015-tis-the-season-for-mobile-shopping/,24,0,0.5,1/2/2020 22:04,,"People also ask, Image pack",monetate.com
673,usps te,41,41,,80,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,4,0,,1/9/2020 1:19,,"People also ask, Top stories, Thumbnail, Video, Image pack",monetate.com
674,personalize software,39,41,11/25/2019 15:42,50,https://monetate.com/,24,0,2.5,12/23/2019 6:57,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Shopping results, Thumbnail",monetate.com
675,where you looking for,36,36,,20,https://monetate.com/blog/the-streetlight-effect-are-you-looking-for-answers-in-all-the-wrong-places/,0,0,,1/4/2020 19:57,,"Top stories, Thumbnail",monetate.com
676,next generation cmo summit,35,47,11/27/2019 21:30,20,https://monetate.com/about/events/,3,0,,12/25/2019 4:14,,"Adwords top, Sitelinks, Video, Image pack",monetate.com
677,direct tv move services,33,31,12/19/2019 5:44,10,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,10,0,,1/19/2020 12:48,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",monetate.com
678,kibo ecommerce,43,43,,100,https://monetate.com/blog/news/kibo-monetate-acquisition/,0,0,4.5,1/4/2020 13:23,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",monetate.com
679,what is segmentation strategy,38,43,12/7/2019 13:22,40,https://monetate.com/glossary/segmentation/,15,0,,1/6/2020 21:08,,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack",monetate.com
680,multi-variate testing,39,37,12/7/2019 13:14,50,https://monetate.com/glossary/multivariate-testing/,36,0,,1/7/2020 4:33,,"Featured snippet, Thumbnail, People also ask, Top stories",monetate.com
681,game recommendations engine,33,36,12/22/2019 0:54,10,https://monetate.com/personalization-engine/recommendations/,6,0,,1/22/2020 18:06,,"Adwords top, Sitelinks, Adwords bottom",monetate.com
682,average retail conversion rate,39,42,12/5/2019 5:12,40,https://monetate.com/glossary/conversion-rate/,52,0,,1/4/2020 13:55,,"Featured snippet, People also ask",monetate.com
683,underserving,45,74,12/14/2019 8:20,400,https://monetate.com/blog/the-booming-customer-segment-youre-underserving/,0,0,,1/14/2020 1:02,,"Featured snippet, Thumbnail",monetate.com
684,www target com cartwheel,41,35,12/4/2019 23:35,70,https://monetate.com/blog/target-cartwheel-customer-engagement-or-a-spinning-wheel/,64,0,1,1/3/2020 17:11,,"People also ask, Video, Knowledge panel",monetate.com
685,peak trading,48,32,11/30/2019 5:04,400,https://monetate.com/blog/resources_emea/peak-trading-guide-2018/,0,0,0.35,12/29/2019 14:02,,"Sitelinks, Top stories, Thumbnail, Image pack",monetate.com
686,conversion retail definition,36,36,,20,https://monetate.com/glossary/conversion-rate/,3,0,,1/5/2020 23:30,,"Featured snippet, Thumbnail, People also ask, Video",monetate.com
687,gartner research report,41,41,,70,https://get.monetate.com/gartner-critical-capabilities-2019/,67,0,4,1/18/2020 17:20,,"Adwords top, Sitelinks, People also ask, Adwords bottom",monetate.com
688,travelodge login,35,47,12/2/2019 15:02,20,https://monetate.com/,41,0,1.2,1/1/2020 9:37,,"People also ask, Video",monetate.com
689,website lightbox example,37,43,12/5/2019 6:02,30,https://monetate.com/blog/how-to-use-lightboxes-to-enhance-your-visitors-experience/,81,0,9,1/4/2020 18:11,,"Image pack, People also ask, Sitelinks, Top stories, Thumbnail",monetate.com
690,which of the following is not an attribute of personalized marketing?,38,38,,30,https://monetate.com/personalization-engine/1-to-1-personalization/,1,0,,1/9/2020 3:36,,Sitelinks,monetate.com
691,nearest sheplers,38,38,,30,https://monetate.com/blog/3-ways-to-support-omnichannel-commerce/,2,0,0.4,1/3/2020 16:13,,"Adwords top, Sitelinks, Image pack",monetate.com
692,blue acorn press,37,37,,30,https://monetate.com/blog/news/blue-acorn-joins-monetate-certified-partners-network-1/,0,0,,1/3/2020 6:20,,Image pack,monetate.com
693,rev zilla,51,57,1/6/2020 14:32,1600,https://monetate.com/blog/revzilla-uses-video-to-optimize-ecommerce-shopping/,16,0,0.02,1/14/2020 1:55,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, Video",monetate.com
694,curate a product,36,43,12/21/2019 1:07,20,https://monetate.com/personalization-engine/recommendations/,2,0,,1/21/2020 16:01,,"Featured snippet, Thumbnail, People also ask",monetate.com
695,shopping cart abandon rate,40,45,12/17/2019 7:43,50,https://monetate.com/glossary/abandonment-rate/,67,0,,1/16/2020 23:12,,"People also ask, Sitelinks",monetate.com
696,spinning wheel target,35,15,12/1/2019 22:08,20,https://monetate.com/blog/target-cartwheel-customer-engagement-or-a-spinning-wheel/,0,0,0.25,12/30/2019 10:28,,"Video, Image pack, Shopping results, Thumbnail",monetate.com
697,thanksgiving 2016 gifts,38,32,12/15/2019 1:53,30,https://monetate.com/blog/black-friday-ecommerce-metrics-and-benchmarks/,0,0,,1/15/2020 1:47,,"Featured snippet, Thumbnail, Image pack",monetate.com
698,move directv,38,45,12/1/2019 18:08,30,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,11,0,,12/30/2019 19:59,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",monetate.com
699,kibo commerce address,34,34,,10,https://monetate.com/,4,0,,1/4/2020 0:38,,"Sitelinks, People also ask, Image pack",monetate.com
700,brochure prices,28,28,,30,https://monetate.com/blog/the-price-is-wrong-5-ways-to-be-more-than-a-brochure/,17,0,5,12/23/2019 19:49,Image pack,"Featured snippet, People also ask, Sitelinks, Image pack, Video",monetate.com
701,cart abandonment rate,46,44,12/11/2019 13:08,150,https://monetate.com/glossary/abandonment-rate/,62,0,25,1/11/2020 19:35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",monetate.com
702,oakstone login,48,45,11/30/2019 23:01,350,https://monetate.com/,2,0,0.7,12/29/2019 15:49,,"Adwords top, Sitelinks, Video, Image pack",monetate.com
703,personalization data,38,59,11/30/2019 1:16,30,https://monetate.com/glossary/1-to-1-personalization/,10,0,2,12/29/2019 5:35,,"People also ask, Sitelinks, Top stories, Thumbnail, Knowledge panel",monetate.com
704,personalisation meaning,34,38,12/5/2019 17:37,10,https://monetate.com/glossary/ecommerce-personalization/,6,0,,1/4/2020 11:55,,"Knowledge card, People also ask, Sitelinks",monetate.com
705,thanksgiving desktop,45,90,12/4/2019 12:48,150,https://monetate.com/blog/black-friday-ecommerce-metrics-and-benchmarks/,3,0,,1/4/2020 4:18,,Knowledge panel,monetate.com
706,multivariant testing,39,36,12/10/2019 10:01,30,https://monetate.com/glossary/multivariate-testing/,36,0,9,1/9/2020 21:46,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",monetate.com
707,income segmentation,44,43,12/11/2019 10:58,100,https://monetate.com/glossary/segmentation/,8,0,,1/10/2020 20:56,,"Featured snippet, People also ask, Image pack",monetate.com
708,wbr research,39,39,,30,https://get.monetate.com/2019-personalization-dev-study/,4,0,,12/27/2019 16:23,,"Sitelinks, Image pack, Video",monetate.com
709,who is in the farmers insurance commercial,37,25,11/28/2019 0:23,20,https://monetate.com/blog/strategy-farmers-insurance-ads-mike-linton/,17,0,,12/25/2019 18:16,,"Image pack, Sitelinks, Top stories, Thumbnail",monetate.com
710,back to school trends 2018,47,47,,250,https://monetate.com/blog/back-to-school-retail-trends-study-findings/,14,0,,1/8/2020 6:35,,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack",monetate.com
711,mahender nathan,38,45,11/29/2019 18:43,20,https://monetate.com/blog/testing-success-is-sweet-at-godiva/,0,0,,12/26/2019 21:01,,"Image pack, Video",monetate.com
712,website lightbox,46,45,12/1/2019 15:55,150,https://monetate.com/blog/how-to-use-lightboxes-to-enhance-your-visitors-experience/,45,0,7,12/30/2019 19:33,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",monetate.com
713,travel sister,40,40,,40,https://monetate.com/blog/the-empowered-traveler-and-my-sister-in-law-rules/,2,0,,12/26/2019 17:44,,"Image pack, Top stories, Thumbnail",monetate.com
714,help with conversion,37,55,11/28/2019 18:31,20,https://monetate.com/glossary/conversion-rate/,65,0,,12/25/2019 17:27,,"Top stories, Thumbnail, People also ask",monetate.com
715,what is the b,40,44,12/7/2019 20:38,300,https://monetate.com/glossary/ab-testing/,36,0,,1/7/2020 14:12,,"People also ask, Top stories, Thumbnail, Image pack",monetate.com
716,move directv service,43,42,12/21/2019 0:42,70,https://monetate.com/blog/directv-uses-ecommerce-personalization-to-boost-conversions/,10,0,2.5,1/21/2020 12:22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",monetate.com
717,e commerce experience,36,43,12/1/2019 10:48,20,https://monetate.com/glossary/ecommerce-personalization/,12,0,,12/30/2019 13:46,,"Sitelinks, People also ask, Knowledge panel",monetate.com
718,return on investment marketing,38,37,12/14/2019 18:38,20,https://monetate.com/glossary/return-on-investment/,49,0,,1/13/2020 18:57,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories, Image pack, Adwords bottom",monetate.com
719,which test won,46,46,,150,https://monetate.com/blog/5-steps-to-creating-better-ab-testing-reports-for-executives/,4,0,,12/28/2019 10:42,,"Sitelinks, Image pack, People also ask",monetate.com
720,scott galloway l2,49,43,12/8/2019 4:25,250,https://monetate.com/blog/best-of-monetatesummit-day-3-part-4-scott-galloway-l2/,16,0,2,1/8/2020 4:54,,"Sitelinks, Tweet box, Video",monetate.com
721,petco cmo,40,46,12/3/2019 5:12,40,https://monetate.com/blog/news/monetate-exceeds-2-billion-in-influenced-revenue/,1,0,0.25,1/2/2020 5:01,,"People also ask, Top stories, Thumbnail, Image pack, Video",monetate.com
722,website personalization software,37,38,12/14/2019 18:53,20,https://monetate.com/,33,0,25,1/14/2020 5:10,,"People also ask, Adwords bottom, Sitelinks",monetate.com
723,lightbox website,49,49,,450,https://monetate.com/blog/how-to-use-lightboxes-to-enhance-your-visitors-experience/,83,0,0.35,1/3/2020 8:20,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",monetate.com
724,linode revenue,36,25,12/11/2019 20:14,10,https://monetate.com/press/,12,0,,1/11/2020 4:24,,"Sitelinks, Tweet box, People also ask, Image pack",monetate.com
725,recos story,44,28,12/15/2019 10:48,80,https://monetate.com/blog/personalization-is-way-more-than-product-recos/,0,0,,1/15/2020 12:27,,"Top stories, Thumbnail",monetate.com
726,true essentials,43,56,11/29/2019 19:23,70,https://monetate.com/blog/the-essentials-of-a-true-omnichannel-customer-experience/,0,0,0.07,12/27/2019 2:33,,"Sitelinks, Top stories, Thumbnail, Knowledge panel",monetate.com
727,average mobile conversion rate,35,49,12/15/2019 10:29,10,https://monetate.com/glossary/conversion-rate/,53,0,,1/15/2020 7:54,,People also ask,monetate.com
728,iron maiden contact,37,34,12/3/2019 20:57,20,https://monetate.com/blog/what-your-business-can-learn-from-iron-maiden/,1,0,,1/2/2020 3:29,,"Featured snippet, Thumbnail, Top stories, People also ask",monetate.com
729,cool shopping carts,40,42,12/3/2019 17:37,30,https://monetate.com/blog/infographic-shopping-cart-abandonment-and-tips-to-avoid-it/,11,0,0.35,1/3/2020 5:09,,"Shopping results, Thumbnail, Image pack, People also ask, Sitelinks, Video",monetate.com
730,quantcast ceo,38,33,12/2/2019 9:03,20,https://monetate.com/about/leadership/,1,0,,1/1/2020 18:26,,"Top stories, Thumbnail, People also ask, Image pack",monetate.com
731,gartner austin office,40,51,12/8/2019 4:20,30,https://monetate.com/,2,0,,1/8/2020 4:55,,Image pack,monetate.com
732,e-commerce experience,40,41,12/9/2019 7:03,30,https://monetate.com/glossary/ecommerce-personalization/,12,0,,1/9/2020 14:57,,"Adwords top, Sitelinks, People also ask, Knowledge panel",monetate.com
733,what is a culture test,42,42,,250,https://monetate.com/blog/how-to-create-a-culture-of-testing-and-optimization/,23,0,,1/15/2020 15:58,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories",monetate.com
734,what did the experience of farmers and consumers,42,31,12/3/2019 13:56,50,https://monetate.com/blog/strategy-farmers-insurance-ads-mike-linton/,0,0,,1/1/2020 21:44,,"Adwords top, Sitelinks, People also ask",monetate.com
735,ibm smarter commerce,39,51,12/17/2019 22:18,30,https://monetate.com/blog/monetate-featured-on-ibms-smarter-commerce-blog/,0,0,,1/16/2020 18:48,,"Adwords top, Sitelinks, Top stories, Thumbnail",monetate.com
736,what does personalized mean,45,45,,100,https://monetate.com/glossary/personalized-marketing/,12,0,,1/14/2020 22:14,,"Knowledge card, People also ask, Top stories, Thumbnail, Image pack",monetate.com
737,mvt meaning,39,35,12/10/2019 11:58,30,https://monetate.com/glossary/multivariate-testing/,3,0,,1/10/2020 18:45,,"People also ask, Top stories, Thumbnail",monetate.com
