,Intent,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
28121,N,ecommerce website example,90,40,22,,"Adwords top, Sitelinks, People also ask",personyze.com,1.818181818
28177,N,practical ecommerce,11,400,2,,"Sitelinks, Tweet box, Top stories, Thumbnail, Image pack",springbot.com,200
241,H,ecommerce ux best practices,58,20,7,,"Featured snippet, Thumbnail, Sitelinks",apptus.com,2.857142857
12763,H,ecommerce merchandising best practices,65,20,5,,"Featured snippet, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",evergage.com,4
28205,N,top ecommerce industries,4,20,33,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,0.606060606
28209,N,furniture ecommerce,12,80,1,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com,80
28211,N,ecommerce furniture,11,60,1,,"Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com,60
28228,N,spring ecommerce,13,80,26,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com,3.076923077
13462,M,ecommerce trends forrester,80,20,2,,"Adwords top, Sitelinks, Image pack, Video, Adwords bottom",evergage.com,10
28254,N,ecommerce strategy,20,200,17,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Adwords bottom",springbot.com,11.76470588
28260,N,ecommerce industries inc,14,50,1,,"Adwords top, Sitelinks",springbot.com,50
16537,M,current trends in ecommerce,27,20,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",klavio.com,0.571428571
28271,N,ecommerce expo south florida,11,20,1,,"Top stories, Thumbnail",springbot.com,20
28310,N,ecommerce school,16,30,8,,"Sitelinks, People also ask, Top stories, Thumbnail, Video",springbot.com,3.75
28323,N,food ecommerce,20,70,5,,"Sitelinks, Top stories, Thumbnail, Knowledge panel",springbot.com,14
28332,N,smb ecommerce,15,20,1,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com,20
28335,N,ecommerce categories,20,50,6,,"Featured snippet, Image pack, Top stories, Thumbnail",springbot.com,8.333333333
17131,M,ecommerce ebook,33,20,24,,"Adwords top, Sitelinks, People also ask",klavio.com,0.833333333
18091,M,ecommerce tips and tricks,41,20,26,,"Adwords top, Sitelinks, Knowledge card, Top stories, Thumbnail, People also ask",klavio.com,0.769230769
20063,H,enterprise ecommerce software,57,20,17,,"Sitelinks, People also ask, Video",klavio.com,1.176470588
20495,M,ecommerce tool,60,20,8,,"Adwords top, People also ask, Sitelinks, Adwords bottom, Knowledge panel",klavio.com,2.5
28416,N,why ecommerce is important,24,50,1,,"Featured snippet, Thumbnail, Top stories, Adwords bottom, Sitelinks",springbot.com,50
28449,N,blog ecommerce,23,30,16,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Knowledge panel",springbot.com,1.875
28514,N,blogger ecommerce,22,10,3,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,3.333333333
28571,N,aov ecommerce,32,60,25,,"Adwords top, Sitelinks, People also ask",springbot.com,2.4
28686,N,ecommerce exchange,38,80,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com,3.333333333
28721,N,ecommerce blog,48,500,16,,"People also ask, Knowledge panel",springbot.com,31.25
28727,N,fastest growing ecommerce companies,40,90,11,,"Sitelinks, People also ask, Video, Adwords bottom",springbot.com,8.181818182
22377,M,sales funnel ecommerce,73,20,14,,"Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",klavio.com,1.428571429
28760,N,best ecommerce emails,35,20,33,,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom",springbot.com,0.606060606
28859,N,alcohol ecommerce,38,20,4,,People also ask,springbot.com,5
28902,N,ecommerce 2014,42,30,7,,"People also ask, Top stories, Thumbnail",springbot.com,4.285714286
23956,M,software for ecommerce business,86,20,37,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Adwords bottom",klavio.com,0.540540541
29010,N,beauty ecommerce,49,60,5,,"Adwords top, Sitelinks, Top stories, Thumbnail, Knowledge panel",springbot.com,12
29012,N,ecommerce emails,44,20,21,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,0.952380952
24295,M,ecommerce campaigns,88,20,3,,"People also ask, Adwords bottom, Sitelinks",klavio.com,6.666666667
26879,H,how to calculate ecommerce conversion rate,63,20,9,,"Featured snippet, Thumbnail, People also ask",monetate.com,2.222222222
29060,N,ecommerce outdoors,36,20,1,Image pack,"Image pack, Adwords bottom, Sitelinks",springbot.com,20
29083,N,ecommerce platforms 2017,48,30,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories",springbot.com,1.153846154
29151,N,custom ecommerce packaging,50,20,31,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",springbot.com,0.64516129
29185,N,ecommerce jewelry,51,20,5,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,4
29186,N,ecommerce times,58,100,11,,"Sitelinks, People also ask, Image pack",springbot.com,9.090909091
29194,N,ecommerce expert,57,80,7,,"People also ask, Top stories, Thumbnail, Knowledge panel",springbot.com,11.42857143
29307,N,ecommerce faqs,54,20,9,,"Sitelinks, People also ask",springbot.com,2.222222222
29309,N,ecommerce quiz,54,20,2,,"Top stories, Thumbnail, Video, Adwords bottom, Sitelinks",springbot.com,10
29348,N,ecommerce first data,56,20,5,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",springbot.com,4
27877,H,ecommerce product recommendations,15,20,8,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories, Adwords bottom",personyze.com,2.5
28193,M,ecommerce customer acquisition,4,20,7,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,2.857142857
29402,N,ecommerce tips,67,200,26,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail",springbot.com,7.692307692
28396,M,ecommerce marketing software,17,20,30,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,0.666666667
29429,N,ecommerce resources,60,30,4,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Adwords bottom",springbot.com,7.5
29469,N,ecommerce email marketing automation,62,40,39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",springbot.com,1.025641026
29493,N,ecommerce from home,58,10,26,,"People also ask, Top stories, Thumbnail",springbot.com,0.384615385
29506,N,ecommerce blogs,74,350,11,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Adwords bottom",springbot.com,31.81818182
29513,N,importance of ecommerce,64,40,3,,"Featured snippet, Thumbnail, People also ask",springbot.com,13.33333333
29525,N,why is ecommerce important,64,40,4,,"Featured snippet, Thumbnail",springbot.com,10
29052,M,ecommerce retargeting,46,20,6,,"Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",springbot.com,3.333333333
29582,N,ecommerce analytics dashboard,61,10,4,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",springbot.com,2.5
29592,N,ecommerce hq,63,20,7,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",springbot.com,2.857142857
29593,N,first data ecommerce,79,700,10,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com,70
29636,N,ecommerce email design,62,10,13,,"Adwords top, Sitelinks, Image pack, People also ask, Adwords bottom",springbot.com,0.769230769
29649,N,ecommerce email,70,70,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",springbot.com,2.058823529
29526,H,ecommerce white papers,61,20,1,,"Adwords top, Sitelinks",springbot.com,20
29847,M,ecommerce strategy plan,71,20,12,,"Featured snippet, Thumbnail, People also ask, Image pack, Adwords bottom, Sitelinks",springbot.com,1.666666667
29682,N,ecommerce checkout,72,80,19,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",springbot.com,4.210526316
29742,N,onestop ecommerce,68,20,4,,"Adwords top, Sitelinks, Top stories, Thumbnail",springbot.com,5
29778,L,ecommerce marketing company,74,70,12,,"Sitelinks, People also ask, Adwords bottom",springbot.com,5.833333333
29801,N,ecommerce merchants,76,80,8,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,10
29802,N,successful ecommerce,70,20,39,,"People also ask, Sitelinks, Top stories, Thumbnail, Knowledge panel",springbot.com,0.512820513
30477,M,best ecommerce marketing,90,20,38,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories",springbot.com,0.526315789
322,M,best ecommerce promotions,74,10,30,,"Featured snippet, People also ask, Top stories, Thumbnail",apptus.com,0.333333333
29973,N,social ecommerce platforms,75,20,37,,"Featured snippet, Thumbnail, Sitelinks, People also ask",springbot.com,0.540540541
29982,N,ecommerce funding,74,20,2,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom",springbot.com,10
10149,H,ecommerce shopping cart best practices,12,10,3,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories, Adwords bottom",evergage.com,3.333333333
30008,N,ecommerce feature,80,50,15,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Adwords bottom",springbot.com,3.333333333
30016,N,ecommerce ebooks,76,20,11,,"People also ask, Top stories, Thumbnail",springbot.com,1.818181818
11281,H,b2b ecommerce best practices,35,10,1,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",evergage.com,10
15016,H,ecommerce integrations,8,10,4,,"Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,2.5
30041,N,ecommerce data,86,200,20,,"Sitelinks, People also ask, Adwords bottom",springbot.com,10
30046,N,ecommercer inc,77,20,17,,People also ask,springbot.com,1.176470588
30065,N,first data/ecommerce,76,10,3,,"People also ask, Top stories, Thumbnail",springbot.com,3.333333333
19964,M,churn rate ecommerce,54,10,10,,"Featured snippet, Thumbnail, People also ask, Image pack",klavio.com,1
30204,N,ecommerce demo,81,20,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, Adwords bottom, Knowledge panel",springbot.com,0.833333333
30316,N,ecommerce executive,84,10,1,,"Featured snippet, Image pack",springbot.com,10
30364,N,best selling ecommerce products 2017,88,20,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com,0.64516129
30380,N,largest ecommerce companies,101,350,18,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com,19.44444444
30381,N,one stop ecommerce,94,70,4,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, Adwords bottom",springbot.com,17.5
30398,N,branded online ecommerce,90,30,8,,"Sitelinks, Top stories, Thumbnail, Image pack",springbot.com,3.75
30409,N,ecommerce 2017,91,30,30,,"People also ask, Image pack, Top stories, Thumbnail, Video",springbot.com,1
30413,N,ecommerce email subject lines,87,10,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com,0.294117647
30425,N,ecommerce email marketing software,93,40,39,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,1.025641026
30472,N,amazon ecommerce strategy,95,50,1,,"People also ask, Image pack, Adwords bottom, Sitelinks",springbot.com,50
21517,M,ecommerce customer retention,66,10,8,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Adwords bottom",klavio.com,1.25
23426,M,ecommerce marketing funnel,80,10,14,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,0.714285714
30485,N,facebook ads for ecommerce,100,150,16,,"Top stories, Thumbnail, People also ask, Adwords bottom, Sitelinks",springbot.com,9.375
30503,N,ecommerce big data,92,20,11,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,1.818181818
30505,N,successful ecommerce stores,94,30,39,,"Sitelinks, People also ask",springbot.com,0.769230769
30510,N,ecommerce analytics software,92,20,15,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,1.333333333
30515,N,learn ecommerce,100,100,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",springbot.com,2.564102564
30534,N,car ecommerce,91,10,4,,"Adwords top, Sitelinks, Video, Adwords bottom, Knowledge panel",springbot.com,2.5
30556,N,faq ecommerce,95,20,12,,"Adwords top, Sitelinks, People also ask, Knowledge panel",springbot.com,1.666666667
30616,N,live chat ecommerce,97,20,9,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",springbot.com,2.222222222
30626,N,making a living with ecommerce,99,30,23,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail",springbot.com,1.304347826
30633,N,masters in ecommerce,100,30,1,,People also ask,springbot.com,30
30644,N,features of ecommerce,99,20,14,,"Featured snippet, Thumbnail, Top stories",springbot.com,1.428571429
30653,N,ecommerce loyalty software,98,10,26,,"Sitelinks, People also ask",springbot.com,0.384615385
30667,N,firstdata/ecommerce,101,10,12,,"People also ask, Top stories, Thumbnail",springbot.com,0.833333333
