,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
9478,creative banner design,9,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100.0
9487,creative web banners,8,100,19,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask",bannersnack.com,5.2631578947368425
9490,create a picture slideshow,7,100,40,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video",bannersnack.com,2.5
9492,create a moodboard,7,100,23,,"Featured snippet, Thumbnail, People also ask, Top stories, Video, Adwords bottom, Sitelinks",bannersnack.com,4.3478260869565215
9549,create a header,6,100,21,,"Sitelinks, People also ask, Top stories, Thumbnail, Video",bannersnack.com,4.761904761904762
10649,creating a great customer experience,28,40,36,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Adwords bottom",evergage.com,1.1111111111111112
11196,creating customer experience,39,40,40,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Image pack",evergage.com,1.0
11551,how to create a pop up,48,70,15,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video",evergage.com,4.666666666666667
12217,how to create pop up ads,55,20,3,,"Top stories, Thumbnail, People also ask, Video",evergage.com,6.666666666666667
12401,pop up create,69,150,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack",evergage.com,3.9473684210526314
12581,create a pop,64,30,4,,"Video, People also ask, Adwords bottom, Sitelinks",evergage.com,7.5
12637,create a target account,64,20,13,,"Featured snippet, People also ask, Sitelinks, Video, Image pack",evergage.com,1.5384615384615385
12696,paradigm marketing and creative,63,10,1,,"Sitelinks, Top stories, Thumbnail, Image pack",evergage.com,10.0
13142,to create a customer experience that's relevant and useful,75,30,1,,Image pack,evergage.com,30.0
13805,how to create an index score,90,40,4,,"People also ask, Top stories, Thumbnail, Image pack",evergage.com,10.0
14752,create a newsletter,19,700,29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",klavio.com,24.137931034482758
14844,how to create a newsletter,18,1300,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,39.39393939393939
15228,how to create newsletter,21,150,31,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",klavio.com,4.838709677419355
15337,create newsletter,24,400,28,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Sitelinks",klavio.com,14.285714285714286
15388,how to create enewsletter,21,80,30,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,2.6666666666666665
15642,best way to create a newsletter,17,20,30,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,0.6666666666666666
15695,how to create a news letter,20,30,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,0.8823529411764706
15713,review the following eras. during which era were the first forms of ebusiness created?,22,50,11,,People also ask,klavio.com,4.545454545454546
16001,case mate create your own,19,10,2,,"Adwords top, Sitelinks, Image pack, Video, Shopping results, Thumbnail",klavio.com,5.0
16052,how to create a newsletter for email,22,20,32,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,0.625
16259,how to create a good newsletter,23,20,37,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,0.5405405405405406
16502,create ink,32,70,34,,"Adwords top, Sitelinks, Top stories, Thumbnail",klavio.com,2.0588235294117645
16860,how to create facebook lead ads,32,30,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",klavio.com,0.9090909090909091
16957,how to create an email newsletter,41,250,27,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,9.25925925925926
17241,creator of email,39,70,30,,"People also ask, Sitelinks, Top stories, Thumbnail",klavio.com,2.3333333333333335
17242,custom ink create account,33,20,18,,"Adwords top, Sitelinks, People also ask, Video, Image pack",klavio.com,1.1111111111111112
17384,how to create email newsletters,40,60,28,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,2.142857142857143
17495,lowes creativity,40,50,24,,"Top stories, Thumbnail, Image pack",klavio.com,2.0833333333333335
17520,which user data can be uploaded when creating a customer match strategy? (choose two.),39,40,1,,,klavio.com,40.0
17635,how to create a contact us page on shopify,40,40,1,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Video",klavio.com,40.0
17747,create free newsletter,41,40,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,1.6666666666666667
17841,create newsletter free,42,40,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",klavio.com,1.6666666666666667
18000,what website created the term cyber monday,46,70,25,,"Featured snippet, People also ask, Sitelinks",klavio.com,2.8
18035,create email newsletter,50,150,31,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",klavio.com,4.838709677419355
18200,how to create email newsletter,41,20,28,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,0.7142857142857143
18278,how to create a email newsletter,43,20,25,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,0.8
18298,wikipedia create account,51,100,37,,"Featured snippet, Thumbnail, Sitelinks, Top stories, Image pack",klavio.com,2.7027027027027026
18305,how to create a newsletter template,51,200,30,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,6.666666666666667
18463,create a email newsletter,44,20,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",klavio.com,0.5882352941176471
18517,how to create a pop up shop,48,40,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",klavio.com,2.0
18627,how to create an online newsletter,49,40,32,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,1.25
18806,how to create an email newsletter template,49,30,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",klavio.com,0.7894736842105263
19060,create facebook audience,56,90,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,2.6470588235294117
19102,how to create a successful kickstarter campaign,49,20,7,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",klavio.com,2.857142857142857
19219,how to create an audience on facebook,54,50,34,,"Featured snippet, Thumbnail, Top stories",klavio.com,1.4705882352941178
19389,re creators kiss,55,40,1,,"Top stories, Thumbnail",klavio.com,40.0
19498,c# create list,65,250,13,,"Sitelinks, Top stories, Thumbnail, People also ask",klavio.com,19.23076923076923
19550,becreative marketing,55,30,1,,Sitelinks,klavio.com,30.0
19697,create weather app,52,10,1,,"Top stories, Thumbnail, Sitelinks, Image pack",klavio.com,10.0
19698,email creation date lookup,52,10,5,,"Featured snippet, People also ask, Top stories, Thumbnail",klavio.com,2.0
19788,create amazon coupon code,56,30,22,,"Featured snippet, Thumbnail, Top stories",klavio.com,1.3636363636363635
20354,sephora create account,60,20,5,,"Adwords top, Sitelinks, People also ask",klavio.com,4.0
20400,gimp create logo with transparent background,64,60,2,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,30.0
20464,create audience facebook,69,150,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Image pack",klavio.com,3.9473684210526314
20930,create a newsletter template,67,40,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",klavio.com,1.8181818181818181
20946,create an interactive email,54,20,12,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,1.6666666666666667
21951,create email newsletter template,72,20,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",klavio.com,0.5263157894736842
22005,create weather,80,150,18,,"Sitelinks, People also ask, Video",klavio.com,8.333333333333334
22163,how to create transparent background in gimp,79,90,4,,"Featured snippet, Thumbnail, Top stories, Image pack",klavio.com,22.5
22457,gif creator with text,75,20,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",klavio.com,0.5555555555555556
22576,create your own toms,75,20,1,,"Sitelinks, People also ask, Video",klavio.com,20.0
22706,creating coupons for your business,75,10,39,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Featured snippet, People also ask",klavio.com,0.2564102564102564
22708,how to create html email in gmail,81,50,4,,"Featured snippet, Thumbnail, People also ask, Top stories",klavio.com,12.5
22999,how to create a successful kickstarter,80,30,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",klavio.com,3.0
23149,how to create a facebook ad for shopify,81,20,10,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Video, Adwords bottom",klavio.com,2.0
23260,create lookalike audience from email list,81,20,28,,"Top stories, Thumbnail, People also ask",klavio.com,0.7142857142857143
23582,create target registry,92,150,40,,"Featured snippet, Sitelinks, People also ask, Top stories, Thumbnail",klavio.com,3.75
23664,how to create transparency in gimp,84,20,10,,"Featured snippet, Thumbnail, Top stories, People also ask, Image pack",klavio.com,2.0
23673,create name tag,84,20,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom, Shopping results",klavio.com,1.0526315789473684
23743,how to create a rewards program,86,30,11,,"Featured snippet, People also ask, Top stories, Thumbnail",klavio.com,2.727272727272727
23880,fast content creation software,86,20,9,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom",klavio.com,2.2222222222222223
24267,ready set create,91,30,1,,"Sitelinks, Image pack, Top stories, Thumbnail",klavio.com,30.0
24283,how to create an info email,87,10,21,,"Adwords top, People also ask, Top stories, Thumbnail",klavio.com,0.47619047619047616
24434,creative headers,94,50,12,,"Top stories, Thumbnail, People also ask, Knowledge panel",klavio.com,4.166666666666667
24496,nail polish creator,91,20,31,,"People also ask, Sitelinks, Top stories, Thumbnail, Image pack",klavio.com,0.6451612903225806
24909,creation making time,99,60,3,,"Video, Image pack",klavio.com,20.0
24928,best program to create a newsletter,95,20,28,,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack, Adwords bottom",klavio.com,0.7142857142857143
25028,create mix and mingle coupon,97,30,1,,"Sitelinks, Image pack, Thumbnail, Adwords bottom",klavio.com,30.0
25261,php create dictionary,98,20,3,,"Top stories, Thumbnail",klavio.com,6.666666666666667
25296,who creates advertisements,97,10,22,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories",klavio.com,0.45454545454545453
27038,to create a customer experience that's relevant,76,100,1,,"Adwords top, Sitelinks",monetate.com,100.0
27273,create ab,78,20,40,,"People also ask, Top stories, Thumbnail",monetate.com,0.5
27618,element x creative,94,40,1,,"Sitelinks, Image pack, Top stories, Thumbnail",monetate.com,40.0
27706,creative side platform,93,10,2,,"Video, Adwords bottom, Sitelinks",monetate.com,5.0
28613,you can create custom segments using which of the following criteria?,32,40,20,,People also ask,springbot.com,2.0
28875,193 creative marketing ideas,49,200,35,,"Adwords top, Featured snippet, Thumbnail, Sitelinks, People also ask, Video, Image pack",springbot.com,5.714285714285714
28950,create ads online,41,20,31,,"Adwords top, Top stories, Thumbnail, People also ask",springbot.com,0.6451612903225806
29161,create advertisements online,51,30,31,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com,0.967741935483871
29259,how to create online ads,52,20,26,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Image pack, Adwords bottom",springbot.com,0.7692307692307693
29457,how to create retargeting ads facebook,60,20,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Adwords bottom",springbot.com,0.5882352941176471
29594,create your own lookbook,61,10,8,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",springbot.com,1.25
29624,create coupon online,72,100,35,,"Adwords top, Sitelinks, People also ask, Shopping results, Thumbnail",springbot.com,2.857142857142857
29853,create an ad online,70,20,33,,"Adwords top, People also ask, Adwords bottom, Sitelinks",springbot.com,0.6060606060606061
29896,how to create a lookbook,82,150,7,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",springbot.com,21.428571428571427
29943,create a lookbook online,74,20,6,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",springbot.com,3.3333333333333335
30126,how to create amazon listing,84,60,5,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",springbot.com,12.0
30166,custom segments may be created using which criteria?,85,50,3,,People also ask,springbot.com,16.666666666666668
30174,how to create a listing on amazon,91,200,3,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories",springbot.com,66.66666666666667
30427,create a lookbook,100,200,8,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",springbot.com,25.0
30495,create facebook list,98,80,18,,"Featured snippet, Top stories, Thumbnail, People also ask",springbot.com,4.444444444444445
30533,how to create listing on amazon,91,10,3,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",springbot.com,3.3333333333333335
30551,how to create an amazon listing,100,80,4,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories",springbot.com,20.0
30593,create listing on amazon,94,10,3,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Image pack",springbot.com,3.3333333333333335
30634,how to create a new product listing on amazon,96,10,4,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",springbot.com,2.5
30663,create coupon website,100,10,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",springbot.com,0.30303030303030304
30978,absolutely creative worldwide,72,50,1,,"Sitelinks, Adwords bottom",stackcommerce.com,50.0
31101,fun creative careers,91,20,12,,"Featured snippet, Thumbnail, People also ask, Sitelinks",stackcommerce.com,1.6666666666666667
31375,creative instagram ads,44,30,18,,"Image pack, Top stories, Thumbnail, People also ask",,1.6666666666666667
31425,how to create a product feed for facebook,52,40,5,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories, Image pack, Adwords bottom",,8.0
31606,creative automation,77,300,3,,"Sitelinks, Image pack",,100.0
31719,finish line create account,82,20,10,,"Adwords top, Sitelinks, People also ask",,2.0
31726,facebook dynamic creative,95,250,18,,"Top stories, Thumbnail, People also ask, Image pack",,13.88888888888889
31734,dynamic creative facebook,95,200,18,,"Top stories, Thumbnail, People also ask, Image pack",,11.11111111111111
31767,creative platform,95,70,1,,"Featured snippet, Thumbnail, People also ask, Top stories",,70.0
31793,creative automation company,92,20,3,,"Sitelinks, Image pack, Video",,6.666666666666667
31835,timeline creator,3,14000,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",visme.co,368.42105263157896
31847,create a timeline,2,5600,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,169.6969696969697
31864,pie chart creator,4,5100,21,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,242.85714285714286
31868,schedule creator,5,4900,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,140.0
31871,menu creator,2,2000,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video",visme.co,58.8235294117647
31874,ebook creator,2,2300,24,,"Adwords top, People also ask, Top stories, Thumbnail, Video",visme.co,95.83333333333333
31881,create a bar graph,6,3700,28,,"People also ask, Top stories, Thumbnail",visme.co,132.14285714285714
31883,line graph creator,4,1700,23,,"Top stories, Thumbnail, People also ask",visme.co,73.91304347826087
31885,create a timeline online,1,1000,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",visme.co,27.027027027027028
31886,create a line graph,6,3400,20,,"Adwords top, Top stories, Thumbnail, People also ask, Video",visme.co,170.0
31901,online timeline creator,1,600,37,,"Adwords top, Sitelinks, People also ask",visme.co,16.216216216216218
31907,free ebook creator,1,500,14,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",visme.co,35.714285714285715
31919,certificate creator,4,1000,28,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,35.714285714285715
31926,bar graph creator,5,3000,26,,"Top stories, Thumbnail, People also ask",visme.co,115.38461538461539
31931,create a schedule,5,1900,37,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,51.351351351351354
31938,youtube channel art creator,7,2400,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, Knowledge panel",visme.co,60.0
31939,document creator,1,600,26,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,23.076923076923077
31953,time line creator,3,600,37,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",visme.co,16.216216216216218
31954,quote creator,7,2000,38,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,52.63157894736842
31957,create timeline online,3,600,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video",visme.co,15.0
31960,create a certificate,4,1000,18,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,55.55555555555556
31968,background creator,7,1600,34,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,47.05882352941177
31969,concept map create,1,300,22,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,13.636363636363637
31977,free menu creator,1,200,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom",visme.co,6.0606060606060606
31989,how to create a timeline,6,1700,27,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,62.96296296296296
31993,free ebook creator online,1,250,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,7.142857142857143
32015,youtube banner creator,9,5800,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,165.71428571428572
32018,create line graph,7,1200,15,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,80.0
32020,presentation creator,1,250,25,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,10.0
32025,create bar graph,6,1600,26,,"People also ask, Top stories, Thumbnail",visme.co,61.53846153846154
32026,histogram creator,13,1900,9,,"Top stories, Thumbnail, People also ask",visme.co,211.11111111111111
32028,creating a timeline,5,1000,31,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Video",visme.co,32.25806451612903
32034,timeline create free,2,450,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,12.162162162162161
32035,org chart creator,6,1200,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,33.333333333333336
32039,create schedule,7,1800,23,,"Adwords top, Sitelinks, People also ask",visme.co,78.26086956521739
32040,create certificate,4,600,27,,"Sitelinks, People also ask",visme.co,22.22222222222222
32063,create your own timeline,3,300,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,8.571428571428571
32069,bar chart creator,4,400,33,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask, Video",visme.co,12.121212121212121
32078,class schedule creator,5,600,37,,"Adwords top, Sitelinks, People also ask",visme.co,16.216216216216218
32080,create venn diagram,8,1000,34,,"Featured snippet, Thumbnail, Sitelinks, Top stories, People also ask, Video, Adwords bottom",visme.co,29.41176470588235
32085,create a menu,4,600,34,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,17.647058823529413
32091,create a bar graph online,4,400,38,,"People also ask, Top stories, Thumbnail",visme.co,10.526315789473685
32108,create quotes,6,1100,33,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,33.333333333333336
32132,brochure creator,7,1600,28,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,57.142857142857146
32134,create a quote,5,500,34,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,14.705882352941176
32142,timeline creation tool,1,100,40,,"Adwords top, Sitelinks, People also ask",visme.co,2.5
32150,create a concept map,2,300,22,,"Adwords top, Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories",visme.co,13.636363636363637
32159,timeline creater,3,250,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,6.756756756756757
32177,create wallpaper,6,600,15,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,40.0
32179,create pie chart,7,2500,36,,"Top stories, Thumbnail, People also ask, Video",visme.co,69.44444444444444
32213,create your own certificate,6,350,26,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,13.461538461538462
32222,create a timeline free,2,150,37,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,4.054054054054054
32231,create a pie chart,7,3800,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video",visme.co,105.55555555555556
32243,create a time line,3,200,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,6.0606060606060606
32257,create brochure,7,600,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",visme.co,18.181818181818183
32272,organizational chart creator,5,200,31,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,6.451612903225806
32278,quotes creator,7,600,34,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,17.647058823529413
32279,create bar chart,5,250,33,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,7.575757575757576
32290,channel art creator,10,1500,40,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Knowledge panel",visme.co,37.5
32312,create menu,5,300,33,,"Featured snippet, Thumbnail, Sitelinks, Top stories",visme.co,9.090909090909092
32326,create a menu free,2,150,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.411764705882353
32335,how to create a thumbnail,7,700,33,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, People also ask",visme.co,21.21212121212121
32341,create social media graphics,5,200,28,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,7.142857142857143
32351,create your own pie chart,4,200,34,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,5.882352941176471
32365,create an ebook online free,4,200,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",visme.co,5.2631578947368425
32367,create timeline graphic,3,150,32,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,4.6875
32370,how to create a flowchart,10,1500,39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,38.46153846153846
32376,create timeline online free,3,150,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.166666666666667
32382,create weekly schedule,6,250,28,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,8.928571428571429
32395,create class schedule,8,400,22,,People also ask,visme.co,18.181818181818183
32397,create schedule online,5,250,22,,"Adwords top, Sitelinks, People also ask",visme.co,11.363636363636363
32405,schedule creater,5,250,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,7.575757575757576
32411,create pie chart online,7,250,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,10.416666666666666
32422,timetable creator,5,150,23,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",visme.co,6.521739130434782
32428,free brochure creator,4,150,31,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories, Video",visme.co,4.838709677419355
32435,create your own quote,4,150,34,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,4.411764705882353
32439,diploma creator,4,150,39,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom, Knowledge panel",visme.co,3.8461538461538463
32470,line chart creator,4,150,16,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,9.375
32491,how to create a presentation,4,250,29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Video, Image pack",visme.co,8.620689655172415
32496,create timelines,3,100,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,2.857142857142857
32502,create menu online free,3,100,35,,"Adwords top, Sitelinks, People also ask",visme.co,2.857142857142857
32527,create organizational chart online,7,250,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,8.064516129032258
32529,create my schedule,6,200,30,,"Adwords top, Sitelinks, People also ask",visme.co,6.666666666666667
32532,create a pie chart online,7,200,22,,"Top stories, Thumbnail, People also ask",visme.co,9.090909090909092
32584,certificate creator free,5,150,28,,"Sitelinks, People also ask, Video",visme.co,5.357142857142857
32590,decision tree creator,3,100,18,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,5.555555555555555
32592,create restaurant menu,5,150,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack, Adwords bottom",visme.co,4.411764705882353
32597,banner creator for youtube,6,150,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.285714285714286
32617,create a weekly schedule,7,150,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,4.838709677419355
32620,create a quote image,6,200,37,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,5.405405405405405
32633,award creator,7,200,30,,"Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,6.666666666666667
32635,create certificate online,5,150,18,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,8.333333333333334
32637,create a pie graph,8,250,32,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,7.8125
32638,create your own menu,4,200,29,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,6.896551724137931
32643,how to create a concept map,6,300,14,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,21.428571428571427
32652,create a pie chart free,4,100,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,2.857142857142857
32653,create newsletter online free,5,150,18,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,8.333333333333334
32655,creative timelines,9,600,6,,People also ask,visme.co,100.0
32666,create a brochure,8,1700,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,50.0
32672,create inspirational quotes,5,150,34,,"Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,4.411764705882353
32676,create printable flashcards,5,150,24,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,6.25
32694,youtube backgrounds creator,7,200,36,,"Adwords top, Sitelinks, People also ask, Video, Image pack",visme.co,5.555555555555555
32695,free youtube banner creator,7,150,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.411764705882353
32703,creat backgrounds,8,250,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,7.142857142857143
32712,algorithm creator,7,200,33,,"Featured snippet, Thumbnail, Sitelinks, People also ask",visme.co,6.0606060606060606
32762,create your own bar graph,5,100,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,3.225806451612903
32770,create your own schedule,5,100,34,,"Adwords top, Sitelinks, People also ask",visme.co,2.9411764705882355
