,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
32032,printable flash card maker,4,500,36,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,13.88888888888889
32042,tree graph maker,2,300,31,,"Sitelinks, People also ask, Knowledge panel",visme.co,9.67741935483871
32055,calendar schedule maker,6,600,38,,"Adwords top, Sitelinks, People also ask",visme.co,15.789473684210526
32056,free line graph maker,3,350,24,,"Adwords top, People also ask, Top stories, Thumbnail, Video",visme.co,14.583333333333334
32061,youtube background maker,8,1800,39,,"Adwords top, Sitelinks, Top stories, Thumbnail, Knowledge panel",visme.co,46.15384615384615
32062,timetable maker,5,600,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,18.181818181818183
32066,free organizational chart maker,7,800,32,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,25.0
32068,scatter plot graph maker,5,500,15,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Knowledge panel",visme.co,33.333333333333336
32072,free flashcard maker,6,600,39,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,15.384615384615385
32073,restaurant menu maker,2,300,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, Knowledge panel",visme.co,9.090909090909092
32076,online weekly schedule maker,5,350,23,,"Adwords top, Sitelinks, Image pack, People also ask",visme.co,15.217391304347826
32081,schedule maker template,4,600,38,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,15.789473684210526
32086,free flash card maker,8,1000,39,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,25.641025641025642
32087,block schedule maker,4,500,33,,"Top stories, Thumbnail, People also ask",visme.co,15.151515151515152
32088,vertical timeline maker,1,150,22,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,6.818181818181818
32090,probability tree maker,4,250,24,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,10.416666666666666
32092,online formal certificate maker,3,250,24,,"Adwords top, People also ask, Top stories, Thumbnail",visme.co,10.416666666666666
32093,scatter graph maker,3,200,13,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,15.384615384615385
32095,free channel art maker,5,500,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,12.5
32102,org chart maker,3,600,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",visme.co,18.181818181818183
32104,free background maker,5,500,17,,"Adwords top, Sitelinks, People also ask",visme.co,29.41176470588235
32114,printable schedule maker,3,250,32,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail, Video",visme.co,7.8125
32119,easy line graph maker,3,250,23,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,10.869565217391305
32120,online histogram maker,11,800,8,,"Top stories, Thumbnail, People also ask",visme.co,100.0
32123,organization chart maker,6,700,31,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,22.580645161290324
32125,free printable invitation maker,8,1000,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,25.641025641025642
32127,online certificate maker,6,700,24,,"Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,29.166666666666668
32129,bar chart maker,6,2100,24,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,87.5
32135,slideshow presentation maker,1,100,30,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,3.3333333333333335
32139,notecard maker,6,600,38,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,15.789473684210526
32144,timline maker,1,100,36,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,2.7777777777777777
32147,schedule makers free,4,400,24,,"Adwords top, Sitelinks, People also ask",visme.co,16.666666666666668
32163,online decision tree maker,4,200,17,,"People also ask, Video",visme.co,11.764705882352942
32165,free decision tree maker,2,200,12,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",visme.co,16.666666666666668
32167,online menu maker,4,400,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,11.764705882352942
32169,pie chart maker free,2,150,31,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.838709677419355
32175,youtube art maker,7,600,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,15.0
32181,free online brochure maker,7,500,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Image pack, Adwords bottom",visme.co,15.151515151515152
32183,easy schedule maker,3,250,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,10.416666666666666
32187,free class schedule maker,8,2300,31,,,visme.co,74.19354838709677
32189,hourly schedule maker,2,150,33,,"Adwords top, Sitelinks, People also ask, Adwords bottom",visme.co,4.545454545454546
32200,printable flash card maker front and back,4,300,24,,"People also ask, Sitelinks, Image pack, Top stories, Thumbnail",visme.co,12.5
32201,college class schedule maker,10,1100,31,,"Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,35.483870967741936
32212,desktop wallpaper maker,6,350,23,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,15.217391304347826
32216,scedule maker,5,350,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,10.606060606060606
32219,free facebook cover maker,14,1500,37,,"Featured snippet, Thumbnail, People also ask, Video",visme.co,40.54054054054054
32220,weekly class schedule maker,5,350,31,,"Adwords top, Sitelinks, Image pack, People also ask",visme.co,11.290322580645162
32230,cute class schedule maker,7,600,30,,"Adwords top, Sitelinks, Video",visme.co,20.0
32232,award maker,7,600,29,,"Shopping results, Thumbnail, Sitelinks, People also ask, Knowledge panel",visme.co,20.689655172413794
32234,schedulemaker,6,500,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,15.151515151515152
32235,scheudle maker,5,350,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,10.606060606060606
32252,scatter diagram maker,4,200,22,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,9.090909090909092
32255,desktop background maker,7,350,14,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,25.0
32261,course schedule maker,8,2000,28,,People also ask,visme.co,71.42857142857143
32262,tri fold brochure maker,4,200,32,,"Adwords top, People also ask, Top stories, Thumbnail, Shopping results",visme.co,6.25
32264,easy pie chart maker,3,150,22,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,6.818181818181818
32273,banner maker for youtube,8,1400,30,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,46.666666666666664
32280,facebook cover maker,16,2700,36,,"Adwords top, Sitelinks, People also ask, Video",visme.co,75.0
32285,qoute maker,3,200,37,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,5.405405405405405
32292,schdule maker,4,300,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,9.090909090909092
32296,easy bar graph maker,5,200,25,,"People also ask, Top stories, Thumbnail, Adwords bottom, Sitelinks",visme.co,8.0
32305,food menu maker,2,150,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,4.285714285714286
32307,youtube header maker,9,500,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,13.88888888888889
32321,segmented bar graph maker,4,150,9,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,16.666666666666668
32331,wallpaper maker free,7,350,12,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,29.166666666666668
32345,quotes maker,7,300,34,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,8.823529411764707
32352,menu maker online,3,150,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.411764705882353
32377,3 circle venn diagram maker,8,400,25,,"Image pack, People also ask, Top stories, Thumbnail, Video",visme.co,16.0
32385,youtube channel banner maker,10,900,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,25.0
32398,line graph maker online,3,150,26,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,5.769230769230769
32406,medieval banner maker,8,200,30,,"Image pack, Video, Adwords bottom, Sitelinks",visme.co,6.666666666666667
32413,freeschedulemaker,4,200,26,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,7.6923076923076925
32414,invitationmaker.com,5,200,35,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories",visme.co,5.714285714285714
32434,venn diagram meme maker,8,200,19,,"People also ask, Video",visme.co,10.526315789473685
32437,bubble diagram maker,8,300,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,25.0
32464,my schedule maker,5,600,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,25.0
32468,free online menu maker,3,100,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",visme.co,2.9411764705882355
32469,town map maker online free,23,1900,19,,"Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,100.0
32471,concept map maker online,2,100,22,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.545454545454546
32473,birthday card maker,18,3200,25,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,128.0
32476,multiple line graph maker,2,100,9,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,11.11111111111111
32481,online schedule maker free,3,100,33,,"Adwords top, Sitelinks, Top stories, Thumbnail",visme.co,3.0303030303030303
32489,online class schedule maker,8,600,30,,"Top stories, Thumbnail",visme.co,20.0
32509,decision tree maker free,3,100,13,,"Adwords top, People also ask, Image pack, Top stories, Thumbnail",visme.co,7.6923076923076925
32511,channel art maker free,5,150,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,3.75
32520,facebook cover photo maker,13,8200,38,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, Video",visme.co,215.78947368421052
32521,frequency histogram maker,12,500,7,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,71.42857142857143
32522,flashcard maker printable,4,100,39,,"Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,2.5641025641025643
32531,yt banner maker,9,300,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Image pack",visme.co,8.823529411764707
32535,organizational chart maker free,5,150,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,6.25
32537,award certificate maker,5,150,34,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,4.411764705882353
32546,infographic video maker,7,250,30,,"Video, People also ask, Thumbnail, Image pack, Adwords bottom",visme.co,8.333333333333334
32548,scatterplot graph maker,5,150,16,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,9.375
32594,banner maker youtube,10,350,35,,"Adwords top, Sitelinks, Video, People also ask, Knowledge panel",visme.co,10.0
32611,schedule makers,7,300,22,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,13.636363636363637
32624,hierarchy chart maker,10,450,26,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,17.307692307692307
32678,scatter graphs maker,4,100,16,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,6.25
32683,pie graph maker,7,2600,22,,"People also ask, Top stories, Thumbnail",visme.co,118.18181818181819
32692,brocure maker,6,250,25,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Shopping results, Knowledge panel",visme.co,10.0
32698,scheduel maker,4,100,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,3.0303030303030303
32702,fake certificate maker,5,150,25,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,6.0
32705,time maker,5,150,38,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video",visme.co,3.9473684210526314
32710,free printable flash card maker,5,150,39,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,3.8461538461538463
32722,channel banner maker,9,600,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,17.142857142857142
32723,free greeting card maker,15,1200,39,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, Adwords bottom",visme.co,30.76923076923077
32731,online wallpaper maker,7,200,13,,People also ask,visme.co,15.384615384615385
32732,stacked bar graph maker,4,100,20,,"People also ask, Top stories, Thumbnail, Adwords bottom, Sitelinks",visme.co,5.0
32736,google flowchart maker,9,400,40,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,10.0
32754,college schedule maker,15,39000,31,,"Top stories, Thumbnail, People also ask",visme.co,1258.0645161290322
32766,free org chart maker,6,150,32,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,4.6875
32768,column chart maker,5,100,26,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,3.8461538461538463
32773,online college schedule maker,10,300,29,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,10.344827586206897
32785,google timeline maker,11,450,27,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories",visme.co,16.666666666666668
32789,2048x1152 banner maker,6,150,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,4.285714285714286
32811,column graph maker,5,100,31,,"Adwords top, People also ask, Top stories, Thumbnail",visme.co,3.225806451612903
32827,fb cover photo maker,13,500,40,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Knowledge panel",visme.co,12.5
32830,supply and demand graph maker,13,1600,4,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,400.0
32832,demand graph maker,11,200,20,,"Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,10.0
32833,quotemaker,6,150,38,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,3.9473684210526314
32841,timeline maker for kids,8,500,25,,"People also ask, Video",visme.co,20.0
32844,comparison chart maker,12,300,11,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,27.272727272727273
32855,free online certificate maker software,5,100,24,,"People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,4.166666666666667
32858,desktop maker,6,150,22,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,6.818181818181818
32862,online bar graph maker,6,1000,31,,"Top stories, Thumbnail, People also ask",visme.co,32.25806451612903
32866,free note card maker,7,150,38,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,3.9473684210526314
32870,event schedule maker,7,150,22,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,6.818181818181818
32871,youtube channel art maker free,8,150,40,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,3.75
32878,brochure maker online,7,150,34,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Shopping results",visme.co,4.411764705882353
32891,motivational quote maker,5,100,32,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,3.125
32903,free pamphlet maker,12,400,17,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video, Adwords bottom, Shopping results",visme.co,23.529411764705884
32917,ebook maker free download full version,6,100,4,,"Adwords top, Sitelinks, Adwords bottom",visme.co,25.0
32937,fotor banner maker,8,200,6,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,33.333333333333336
32943,channel art maker for youtube,8,150,40,,"Adwords top, Sitelinks, People also ask, Video, Image pack",visme.co,3.75
32953,brochure maker free download,10,300,26,,"Adwords top, Sitelinks, People also ask, Image pack",visme.co,11.538461538461538
32960,facebook cover photo maker with name,8,200,39,,"People also ask, Video, Adwords bottom, Sitelinks",visme.co,5.128205128205129
32963,minecraft youtube banner maker,11,300,34,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,8.823529411764707
32976,online brochure maker free printable,7,150,34,,"Adwords top, Sitelinks, People also ask, Video",visme.co,4.411764705882353
32983,free facebook cover photo maker,12,200,40,,"People also ask, Top stories, Thumbnail",visme.co,5.0
32984,computer background maker,7,150,16,,"Sitelinks, People also ask, Image pack",visme.co,9.375
32997,online timetable maker,6,100,30,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",visme.co,3.3333333333333335
32998,computer wallpaper maker,6,100,13,,"Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,7.6923076923076925
33001,freecollege schedule maker,9,200,15,,"Top stories, Thumbnail, People also ask, Video",visme.co,13.333333333333334
33012,free banner maker for youtube,7,100,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,2.857142857142857
33014,iphone wallpaper maker,10,600,12,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,50.0
33020,online brochure maker for students,9,250,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom, Shopping results",visme.co,7.575757575757576
33026,invatation maker,5,200,35,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom, Shopping results, Thumbnail",visme.co,5.714285714285714
33031,saying maker,7,100,36,,"Adwords top, Sitelinks, People also ask",visme.co,2.7777777777777777
33045,free postcard maker,13,400,17,,"Adwords top, Sitelinks, People also ask, Image pack, Video, Adwords bottom",visme.co,23.529411764705884
33046,online brochure maker,9,2100,28,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,75.0
33057,custom background maker,13,400,15,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,26.666666666666668
33061,histogram maker online,12,200,10,,"Top stories, Thumbnail, People also ask, Video",visme.co,20.0
33064,travel brochure maker,7,100,34,,"Adwords top, Sitelinks, People also ask, Video, Shopping results, Thumbnail",visme.co,2.9411764705882355
33068,twitter banner maker,15,1800,17,,"People also ask, Video, Knowledge panel",visme.co,105.88235294117646
33080,backround maker,8,150,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,6.25
33081,student schedule maker,7,600,30,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,20.0
33099,free college maker,9,150,37,,"Top stories, Thumbnail, Image pack, Adwords bottom, Sitelinks",visme.co,4.054054054054054
33104,background maker free,8,150,16,,"Adwords top, Sitelinks, People also ask",visme.co,9.375
33142,structure chart maker,7,100,24,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.166666666666667
33161,free online postcard maker,7,100,13,,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",visme.co,7.6923076923076925
33162,free histogram maker,8,100,7,,"People also ask, Top stories, Thumbnail, Video, Image pack",visme.co,14.285714285714286
33167,college course schedule maker,12,250,28,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,8.928571428571429
33179,card maker,15,12000,40,,"Shopping results, Thumbnail, Sitelinks, Top stories, People also ask, Knowledge panel",visme.co,300.0
33227,pamphlet maker,17,3900,18,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom, Shopping results, Knowledge panel",visme.co,216.66666666666666
33242,video thumnails maker,8,100,39,,"Top stories, Thumbnail, People also ask, Video",visme.co,2.5641025641025643
33248,free online card maker,24,900,39,,"Adwords top, Sitelinks, People also ask, Video",visme.co,23.076923076923077
33267,background maker online,8,100,29,,"People also ask, Video",visme.co,3.4482758620689653
33290,scatter plot maker with line of best fit,14,200,18,,"Top stories, Thumbnail, People also ask, Image pack",visme.co,11.11111111111111
33302,line maker,9,250,11,,"Top stories, Thumbnail, Image pack, People also ask",visme.co,22.727272727272727
33304,custom poster maker,17,1100,31,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Shopping results, Thumbnail",visme.co,35.483870967741936
33312,free printable banner maker,11,200,20,,"Adwords top, Sitelinks, People also ask, Video, Adwords bottom",visme.co,10.0
33322,online postcard maker,14,400,21,,"Adwords top, Sitelinks, People also ask, Image pack, Video, Shopping results, Thumbnail",visme.co,19.047619047619047
33332,scattergraph maker,9,100,15,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,6.666666666666667
33338,printable banner maker,13,700,19,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Video, Adwords bottom",visme.co,36.8421052631579
33385,youtube banner maker online,10,150,36,,"Adwords top, Top stories, Thumbnail, People also ask",visme.co,4.166666666666667
33449,card maker template,12,200,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,6.0606060606060606
33450,animated facebook cover photo maker,15,250,17,,"People also ask, Video, Thumbnail, Image pack",visme.co,14.705882352941176
33451,line graph maker google,7,150,9,,"Adwords top, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom, Sitelinks",visme.co,16.666666666666668
33462,the tree maker,11,150,22,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,6.818181818181818
33481,facebook cover photo maker online,15,300,37,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,8.108108108108109
33492,greeting card maker free,10,100,39,,"Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,2.5641025641025643
33513,city map maker,36,2500,30,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,83.33333333333333
33523,cardmaker,16,700,28,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,25.0
33576,gift card maker,14,450,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Shopping results, Knowledge panel",visme.co,12.5
33580,schedule maker college,15,1000,29,,"Top stories, Thumbnail, People also ask",visme.co,34.48275862068966
33604,scatter plot maker excel,10,200,14,,"Featured snippet, Thumbnail, Top stories, Sitelinks, People also ask, Video",visme.co,14.285714285714286
33619,google graph maker,7,300,28,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,10.714285714285714
33644,treemaker,15,250,15,,"Top stories, Thumbnail, Image pack",visme.co,16.666666666666668
33655,schedule maker for college,11,100,31,,"Top stories, Thumbnail, People also ask",visme.co,3.225806451612903
33663,phone background maker,11,100,10,,"Adwords top, Sitelinks, People also ask, Image pack, Video",visme.co,10.0
33733,free facebook cover photos maker,12,100,40,,"Top stories, Thumbnail, People also ask, Video, Adwords bottom, Sitelinks",visme.co,2.5
33774,online pamphlet maker,16,250,21,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Shopping results",visme.co,11.904761904761905
33787,presentation video maker,13,150,25,,"Adwords top, Sitelinks, Thumbnail, People also ask, Video, Adwords bottom",visme.co,6.0
33788,instagram banner maker,14,150,31,,"People also ask, Sitelinks, Top stories, Thumbnail, Image pack",visme.co,4.838709677419355
33793,supply demand graph maker,17,150,6,,"Top stories, Thumbnail, Sitelinks, Image pack, People also ask",visme.co,25.0
33795,youtube channel icon maker,26,1500,26,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,57.69230769230769
33817,handout maker,16,200,26,,"People also ask, Top stories, Thumbnail, Video",visme.co,7.6923076923076925
33828,report maker,13,100,6,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,16.666666666666668
33837,hierarchy maker,13,100,26,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,3.8461538461538463
33850,twitter header maker,14,2600,17,,"People also ask, Top stories, Thumbnail",visme.co,152.94117647058823
33858,free facebook banner maker,17,150,37,,"People also ask, Video",visme.co,4.054054054054054
33867,free flag maker,14,150,19,,Video,visme.co,7.894736842105263
33878,graphic organizer maker,22,1800,18,,"Adwords top, Sitelinks, People also ask, Video",visme.co,100.0
33885,cute schedule maker,5,150,24,Image pack,"Adwords top, Sitelinks, Image pack, Video",visme.co,6.25
33892,huge collage maker,14,150,36,,"People also ask, Image pack, Video, Shopping results, Thumbnail",visme.co,4.166666666666667
33894,quote background maker,8,200,39,Image pack,"Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,5.128205128205129
33953,venn diagram maker 2 circles,5,150,25,Image pack,"Image pack, People also ask, Top stories, Thumbnail, Video",visme.co,6.0
33972,week schedule maker,7,200,31,Image pack,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,6.451612903225806
34011,pamplet maker,16,200,12,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Shopping results, Knowledge panel",visme.co,16.666666666666668
34024,demand curve graph maker,14,100,5,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,20.0
34044,greeting card maker,17,1900,39,,"Shopping results, Thumbnail, Sitelinks, Top stories, People also ask, Adwords bottom, Knowledge panel",visme.co,48.717948717948715
34071,halloween collage maker,14,100,1,,"Top stories, Thumbnail, Image pack",visme.co,100.0
34097,birthday invitation maker free,17,200,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,5.128205128205129
34111,flyer maker software,19,450,25,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom, Shopping results",visme.co,18.0
34123,post card maker,19,400,21,,"Adwords top, Sitelinks, People also ask, Image pack, Shopping results, Thumbnail",visme.co,19.047619047619047
34127,picture quote maker,11,350,23,Image pack,"Sitelinks, Image pack, People also ask, Video",visme.co,15.217391304347826
34140,free gift certificate maker,17,700,39,,"Shopping results, Thumbnail, Sitelinks, Top stories, People also ask, Adwords bottom",visme.co,17.94871794871795
34143,brochure maker app,17,150,26,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,5.769230769230769
34160,100 photo collage maker online free,20,300,22,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,13.636363636363637
34205,facebook cover page maker,15,100,36,,"People also ask, Image pack, Video",visme.co,2.7777777777777777
34208,free report card maker,20,250,8,,"Sitelinks, People also ask, Image pack, Top stories, Thumbnail",visme.co,31.25
34226,free online timeline maker,14,450,37,Image pack,"Adwords top, Sitelinks, People also ask, Image pack",visme.co,12.162162162162161
34251,high school report card maker,17,150,4,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video, Adwords bottom",visme.co,37.5
34265,map makers,23,1100,39,,"Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,28.205128205128204
34329,digital brochure maker,18,150,29,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom, Shopping results",visme.co,5.172413793103448
34335,3d graph maker,23,300,28,,"Top stories, Thumbnail, Image pack, People also ask",visme.co,10.714285714285714
34379,facebook group cover photo maker,20,200,38,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,5.2631578947368425
34442,phone wallpapers maker,10,200,23,Image pack,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,8.695652173913043
34445,plot diagram maker,23,350,30,,"People also ask, Image pack, Top stories, Thumbnail",visme.co,11.666666666666666
34449,quotes poster maker,8,150,19,Image pack,"Adwords top, Sitelinks, Image pack, People also ask, Video",visme.co,7.894736842105263
34481,super map maker,18,100,1,,"Top stories, Thumbnail, Image pack",visme.co,100.0
34492,facebook cover photo size maker,24,500,40,,"Adwords top, Sitelinks, Top stories, Thumbnail",visme.co,12.5
34495,printable flashcard maker,13,350,38,Image pack,"Sitelinks, People also ask, Image pack, Video",visme.co,9.210526315789474
34505,youtube profile maker,19,150,27,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video, Knowledge panel",visme.co,5.555555555555555
