#,Keyword,Position,Position History,Position History Date,Volume,URL,Difficulty,Traffic (desc),CPC,Last Update,Page URL inside,SERP Features,Website
686,money team coupon code,38,27,12/21/2019 18:59,20,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,1,0,,1/21/2020 15:29,,"Tweet box, Adwords bottom",springbot.com
687,page refresher bot,38,79,12/18/2019 3:20,20,https://www.springbot.com/2017/03/6-tips-refreshing-product-pages/,37,0,,1/18/2020 15:45,,"People also ask, Top stories, Thumbnail, Video",springbot.com
688,pixafy,51,44,12/5/2019 22:52,450,https://www.springbot.com/2015/05/springbot-and-pixafy-partnership-enhances-small-business-program-for-magento/,2,0,,1/4/2020 21:13,,"Sitelinks, Image pack",springbot.com
689,marketplace amazon,51,51,,350,https://www.springbot.com/features/amazon-marketplace-coming-soon/,51,0,0.8,1/2/2020 22:54,,"Adwords top, Sitelinks, People also ask, Video, Knowledge panel",springbot.com
690,contact us at,46,51,11/30/2019 20:34,100,https://www.springbot.com/our-story/contact-us/,39,0,,12/29/2019 12:18,,Sitelinks,springbot.com
691,home furnishings stores online,38,38,,20,https://www.springbot.com/2018/07/top-ecommerce-trends-home-furnishing/,49,0,3,12/23/2019 17:26,,"Shopping results, Thumbnail, Adwords top, Featured snippet, People also ask, Sitelinks, Adwords bottom",springbot.com
692,national small business week 2016,37,61,12/16/2019 15:26,20,https://www.springbot.com/2016/05/national-small-business-week-2016/,0,0,5,1/16/2020 1:34,,,springbot.com
693,post up stand promo code,40,35,12/11/2019 15:52,30,https://www.springbot.com/2015/11/springbots-new-feature-lets-track-revenue-cost-roi-promo-codes/,19,0,,1/11/2020 17:14,,"Adwords top, Sitelinks, Tweet box, Image pack",springbot.com
694,advance america promo code 2015,40,40,,30,https://www.springbot.com/2015/11/springbot-enables-ecommerce-merchants-easily-track-revenue-roi-generated-promotion-codes/,26,0,,1/22/2020 9:02,,"People also ask, Sitelinks, Video",springbot.com
695,magentoconnect,48,48,,200,https://www.springbot.com/2013/10/springbot-is-a-magento-connect-staff-pick/,8,0,20,1/6/2020 7:21,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",springbot.com
696,kelsey hendricks,44,43,12/9/2019 0:11,70,https://www.springbot.com/resources/webinars/3-steps-to-build-design-in-springbots-new-email-editor/,0,0,,1/8/2020 20:29,,Image pack,springbot.com
697,top growing industries 2017,48,48,,200,https://www.springbot.com/2017/08/fastest-growing-ecommerce-industries/,24,0,,1/3/2020 9:36,,"Featured snippet, People also ask, Image pack",springbot.com
698,user generated content statistics,43,41,11/29/2019 20:08,60,https://www.springbot.com/2018/03/user-generated-content-ecommerce-marketing-strategy/,34,0,6,12/27/2019 0:35,,"Adwords top, Sitelinks, People also ask",springbot.com
699,look book templates,40,40,,30,https://www.springbot.com/resources/lookbooks/2019-holiday-lookbook/,2,0,,1/9/2020 17:54,,"Image pack, Video",springbot.com
700,coupon code company store,40,40,,30,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,46,0,0.35,1/14/2020 6:34,,"Adwords top, Sitelinks, Image pack, Adwords bottom, Shopping results, Thumbnail",springbot.com
701,facebook customer matching,43,37,11/28/2019 18:23,60,https://www.springbot.com/2018/07/four-ways-to-use-identity-matching/,1,0,,12/26/2019 11:14,,"Top stories, Thumbnail",springbot.com
702,sportswear trends 2018,39,46,12/10/2019 3:35,20,https://www.springbot.com/2018/06/top-ecommerce-trends-for-the-athletic-apparel-industry/,8,0,,1/10/2020 4:01,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",springbot.com
703,new trends in automobile,36,49,12/4/2019 15:01,10,https://www.springbot.com/2017/09/current-trends-in-the-automotive-industry/,6,0,,1/3/2020 18:48,,"Featured snippet, Thumbnail, Top stories, People also ask, Image pack",springbot.com
704,mailchimp triggered emails,38,41,12/9/2019 12:14,20,https://www.springbot.com/making-the-move-to-springbot/,26,0,,1/9/2020 15:11,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com
705,alcohol ecommerce,38,44,12/8/2019 22:46,20,https://www.springbot.com/2018/11/marketing-strategies-alcohol-retailers-holiday-season/,4,0,4,1/8/2020 16:50,,People also ask,springbot.com
706,how online ads work,37,38,12/2/2019 3:02,10,https://www.springbot.com/2018/06/the-future-of-online-ads-for-ecommerce-marketing/,34,0,,12/31/2019 8:45,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",springbot.com
707,lookbook template free,42,47,12/14/2019 7:53,40,https://www.springbot.com/resources/lookbooks/2019-holiday-lookbook/,7,0,,1/14/2020 16:28,,"Adwords top, Sitelinks, Image pack, Video",springbot.com
708,black friday cyber monday 2018,51,80,12/14/2019 11:53,350,https://www.springbot.com/2018/12/ecommerce-takeaways-black-friday-cyber-monday-2018/,53,0,,1/14/2020 9:13,,"Sitelinks, People also ask, Top stories, Thumbnail",springbot.com
709,how to make coupon,39,32,12/1/2019 10:35,20,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,43,0,4,12/30/2019 21:27,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",springbot.com
710,refer your friends,44,40,12/15/2019 18:35,60,https://www.springbot.com/our-story/springbots-refer-friend-program/,16,0,4,1/15/2020 12:20,,"People also ask, Knowledge panel",springbot.com
711,promo code 2016,48,48,,150,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,33,0,1.6,1/15/2020 21:22,,"Top stories, Thumbnail, Video, Adwords bottom, Sitelinks",springbot.com
712,automation platforms,44,48,11/27/2019 10:34,60,https://www.springbot.com/features/,54,0,19,12/25/2019 3:52,,"Featured snippet, Thumbnail, People also ask, Adwords bottom, Sitelinks",springbot.com
713,magento coupons,44,25,11/28/2019 12:42,60,https://www.springbot.com/2018/03/managing-coupon-codes/,17,0,,12/25/2019 20:59,,"Top stories, Thumbnail, People also ask, Video, Image pack",springbot.com
714,www hootsuite,50,58,12/19/2019 6:58,250,https://www.springbot.com/2014/05/springbot-hootsuite-launch-app-drive-ecommerce-revenue/,30,0,1.7,1/19/2020 9:04,,"Adwords top, Sitelinks, Tweet box, People also ask, Top stories, Thumbnail, Video",springbot.com
715,summer email marketing,37,34,12/10/2019 23:11,10,https://www.springbot.com/2019/06/email-design-summer-lookbook/,6,0,,1/10/2020 9:18,,"Adwords top, Sitelinks, Adwords bottom, Knowledge panel",springbot.com
716,target valentine's day gifts,49,44,12/2/2019 1:28,200,https://www.springbot.com/2019/01/ecommerce-marketing-strategies-valentines-day/,2,0,,12/31/2019 18:20,,"Sitelinks, Top stories, Thumbnail, Video, Image pack, Shopping results",springbot.com
717,sixteen reasons,47,61,12/6/2019 9:35,100,https://www.springbot.com/2016/10/16-reasons-people-abandon-shopping-carts/,0,0,,1/6/2020 9:32,,"Knowledge card, Thumbnail, Top stories, Image pack, Video",springbot.com
718,post up stand discount code,45,45,,80,https://www.springbot.com/2015/11/springbots-new-feature-lets-track-revenue-cost-roi-promo-codes/,20,0,2.5,1/10/2020 14:13,,"Adwords top, Sitelinks, Image pack",springbot.com
719,trending in fashion 2015,39,26,12/17/2019 2:46,20,https://www.springbot.com/2015/09/3-ways-digital-content-marketing-trending-fashion-industry/,13,0,,1/17/2020 10:11,,Video,springbot.com
720,make shipping box,39,39,,20,https://www.springbot.com/2018/04/five-benefits-of-custom-shipping-packages/,35,0,1.9,12/26/2019 19:45,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom, Shopping results",springbot.com
721,193 creative marketing ideas,49,70,12/14/2019 14:14,200,https://www.springbot.com/2014/11/12-tips-last-minute-holiday-marketing-campaigns/,35,0,6,1/14/2020 5:19,,"Adwords top, Featured snippet, Thumbnail, Sitelinks, People also ask, Video, Image pack",springbot.com
722,look alike modeling,48,45,12/6/2019 12:45,150,https://www.springbot.com/2018/05/using-look-alike-audiences-to-grow-your-email-subscriber-list/,3,0,15,1/5/2020 17:20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories",springbot.com
723,how many days until june 20 2017,43,43,,50,https://www.springbot.com/our-story/events/,2,0,,12/30/2019 21:34,,Video,springbot.com
724,marketing software platforms,45,58,12/17/2019 22:16,70,https://www.springbot.com/features/,24,0,,1/17/2020 11:04,,"Featured snippet, Thumbnail, People also ask, Adwords bottom, Sitelinks",springbot.com
725,fans goods coupon code,41,41,,30,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,36,0,,12/31/2019 14:36,,,springbot.com
726,atlanta business chronicle subscription,45,45,,70,https://www.springbot.com/2012/09/springbot-profiled-in-the-atlanta-business-chronicle/,3,0,0.9,1/18/2020 18:02,,"Adwords top, Sitelinks, Top stories, Thumbnail, Video",springbot.com
727,best outdoor clothing brands 2017,49,49,,250,https://www.springbot.com/2017/08/ace-selling-outdoor-goods-online/,14,0,,1/3/2020 14:51,,"Featured snippet, People also ask, Sitelinks",springbot.com
728,lookbook template,51,51,,300,https://www.springbot.com/resources/lookbooks/2019-holiday-lookbook/,4,0,2.5,1/3/2020 12:10,,"Adwords top, Sitelinks, Top stories, Thumbnail, Knowledge panel",springbot.com
729,gap promotion codes 2015,50,37,12/4/2019 13:10,200,https://www.springbot.com/category/press-room/page/9/,24,0,,1/3/2020 15:43,,"People also ask, Image pack, Adwords bottom, Sitelinks",springbot.com
730,google consumer products,45,57,11/28/2019 4:16,70,https://www.springbot.com/2019/04/3-sem-tactics-for-consumer-good-retailers-to-drive-traffic/,72,0,2.5,12/26/2019 16:09,,"Featured snippet, Sitelinks, People also ask, Shopping results, Thumbnail",springbot.com
731,bonnified,43,43,,40,https://www.springbot.com/tag/ecommerce-marketing/page/3/,0,0,,1/20/2020 15:31,,"Adwords top, Sitelinks",springbot.com
732,advertising automation software,39,62,12/13/2019 17:34,20,https://www.springbot.com/features/,45,0,5,1/13/2020 12:08,,"Adwords top, Sitelinks, People also ask, Adwords bottom",springbot.com
733,digital marketing events 2016,45,56,11/30/2019 3:47,60,https://www.springbot.com/company/events/page/3/,4,0,,12/28/2019 3:53,,Image pack,springbot.com
734,messenger marketing,53,50,1/9/2020 6:46,500,https://www.springbot.com/features/facebook-messenger-marketing/,47,0,,1/18/2020 5:21,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",springbot.com
735,how does adroll make money,38,38,,10,https://www.springbot.com/bigcommerce-3-2/,9,0,,12/26/2019 3:50,,"Featured snippet, People also ask, Thumbnail, Video",springbot.com
736,magento conect,40,40,,20,https://www.springbot.com/2013/10/springbot-is-a-magento-connect-staff-pick/,8,0,,1/8/2020 23:53,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",springbot.com
737,triggered emails,48,51,12/13/2019 20:37,100,https://www.springbot.com/2015/08/optimize-content-timing-triggered-emails/,22,0,25,1/12/2020 18:59,,"Adwords top, Sitelinks, People also ask, Knowledge panel",springbot.com
738,sales holidays 2015,40,35,12/1/2019 15:38,20,https://www.springbot.com/2015/10/7-instagram-content-ideas-inspiration-2015-holidays/,22,0,,12/29/2019 22:14,,"Image pack, Video",springbot.com
739,refer a friend marketing,47,54,12/8/2019 17:52,90,https://www.springbot.com/our-story/springbots-refer-friend-program/,27,0,8,1/8/2020 0:53,,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack, Adwords bottom",springbot.com
740,signup hootsuite com login,39,39,,20,https://www.springbot.com/2014/05/springbot-hootsuite-launch-app-drive-ecommerce-revenue/,21,0,3.5,1/1/2020 12:24,,"Adwords top, Sitelinks, People also ask, Video",springbot.com
741,instagram marketing bot,38,38,,10,https://www.springbot.com/features/social-marketing/,41,0,5,1/8/2020 16:47,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",springbot.com
742,social media marketing automation,47,64,12/19/2019 17:19,90,https://www.springbot.com/features/,38,0,35,1/19/2020 13:09,,"Adwords top, Sitelinks, People also ask, Adwords bottom, Knowledge panel",springbot.com
743,best coupon blogs 2016,43,32,12/16/2019 6:44,40,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,26,0,,1/15/2020 19:21,,"Featured snippet, Thumbnail, People also ask",springbot.com
744,selling products on instagram,49,58,12/1/2019 0:50,150,https://www.springbot.com/2016/09/7-reasons-selling-instagram-get-started/,46,0,8,12/30/2019 23:23,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",springbot.com
745,discount carts,47,47,,90,https://www.springbot.com/2016/09/3-ways-beef-discount-strategy-unique-coupon-codes/,31,0,0.5,12/30/2019 6:07,,"Adwords top, Sitelinks, Image pack, Video",springbot.com
746,adroll news,43,43,,40,https://www.springbot.com/2018/04/understanding-online-ad-retargeting-with-adroll/,5,0,,1/6/2020 11:22,,"Tweet box, Video, Image pack",springbot.com
747,www.hoot,51,51,,300,https://www.springbot.com/2014/05/springbot-hootsuite-launch-app-drive-ecommerce-revenue/,27,0,,1/20/2020 10:09,,"Adwords top, Sitelinks, Tweet box, People also ask, Top stories, Thumbnail",springbot.com
748,ecommerce 2014,42,43,12/17/2019 11:09,30,https://www.springbot.com/tag/ecommerce-marketing-platform/,7,0,,1/17/2020 5:32,,"People also ask, Top stories, Thumbnail",springbot.com
749,facebook marketing automation software,38,44,12/1/2019 20:17,10,https://www.springbot.com/features/,17,0,30,12/30/2019 3:56,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",springbot.com
750,m tagged mobile,38,38,,10,https://www.springbot.com/tag/mobile-2/,10,0,,12/31/2019 15:27,,"Sitelinks, People also ask",springbot.com
751,web bot predictions 2018,53,69,12/4/2019 5:12,300,https://www.springbot.com/2018/10/ecommerce-holiday-shopping-predictions-for-2018-five-tips-to-capture-valuable-revenue/,1,0,,1/3/2020 9:59,,"Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
752,for a shopping campaign you can use adwords to,48,52,12/22/2019 21:46,100,https://www.springbot.com/2015/09/top-10-adwords-tips-magento/,29,0,,1/22/2020 2:29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",springbot.com
753,best time to send email marketing,49,82,11/26/2019 14:38,150,https://www.springbot.com/2018/04/ecommerce-marketing-best-times-to-send-email/,56,0,40,12/23/2019 17:30,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
754,what does can spam stand for,45,52,12/8/2019 2:53,50,https://www.springbot.com/acceptable-use-policy/,29,0,,1/7/2020 19:05,,"Featured snippet, People also ask, Sitelinks",springbot.com
755,revenue attribution,47,55,11/26/2019 9:46,80,https://www.springbot.com/tag/revenue-attribution/,1,0,,12/23/2019 18:29,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, Video",springbot.com
756,shopify partner account,49,68,12/15/2019 0:23,100,https://www.springbot.com/our-story/platform-partners/shopify/,4,0,7,1/14/2020 22:33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",springbot.com
757,target discount code 2016,46,61,12/6/2019 9:48,60,https://www.springbot.com/2016/09/3-ways-beef-discount-strategy-unique-coupon-codes/,57,0,,1/6/2020 13:37,,"People also ask, Image pack, Video",springbot.com
758,digital marketing events 2015,41,41,,20,https://www.springbot.com/company/events/page/3/,4,0,,1/14/2020 10:25,,"Adwords top, Sitelinks",springbot.com
759,seomoz backlink checker,41,60,11/26/2019 20:59,20,https://www.springbot.com/2017/04/auditing-stores-backlinks/,78,0,,12/23/2019 22:28,,"People also ask, Top stories, Thumbnail",springbot.com
760,amazon prime strategy,43,41,12/6/2019 21:38,30,https://www.springbot.com/2019/05/amazon-prime-day-2019-winning-marketing-strategies-for-ecommerce-sellers/,9,0,,1/6/2020 11:32,,"People also ask, Top stories, Thumbnail, Image pack",springbot.com
761,magento imagine 2019,53,71,12/11/2019 11:23,350,https://www.springbot.com/magentoimagine2019/,3,0,,1/11/2020 14:30,,"Top stories, Thumbnail",springbot.com
762,shopify url redirect,39,45,12/7/2019 14:58,10,https://www.springbot.com/2016/08/overcoming-challenges-in-creating-redirects-in-shopify/,3,0,,1/7/2020 12:44,,"People also ask, Top stories, Thumbnail, Image pack",springbot.com
763,mac cosmetics marketing plan,41,46,12/2/2019 19:29,20,https://www.springbot.com/2017/07/5-habits-successful-cosmetic-ecommerce-store/,0,0,7,1/1/2020 1:28,,"Adwords top, People also ask, Image pack, Video",springbot.com
764,what is aov in marketing,44,23,12/4/2019 4:42,40,https://www.springbot.com/2017/03/7-ways-increase-average-order-value/,11,0,,1/4/2020 4:26,,"Featured snippet, People also ask",springbot.com
765,list building tips,42,42,,20,https://www.springbot.com/2019/06/7-email-marketing-tips/,50,0,15,1/3/2020 9:02,,"Featured snippet, Sitelinks, Top stories, Thumbnail, People also ask, Image pack, Adwords bottom",springbot.com
766,automated marketing solution,50,43,12/19/2019 1:21,150,https://www.springbot.com/features/,51,0,50,1/18/2020 23:02,,"Knowledge card, Sitelinks, People also ask, Adwords bottom",springbot.com
767,traffic clothing stores,50,48,12/4/2019 3:25,150,https://www.springbot.com/2019/04/3-sem-tactics-for-consumer-good-retailers-to-drive-traffic/,0,0,3,1/3/2020 10:42,,"Sitelinks, Image pack",springbot.com
768,buy testimonials,40,40,,20,https://www.springbot.com/2017/05/7-reasons-customer-testimonials-boost-sales/,11,0,5,1/2/2020 12:38,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",springbot.com
769,sem industry,42,44,12/19/2019 6:00,20,https://www.springbot.com/2019/04/3-sem-tactics-for-consumer-good-retailers-to-drive-traffic/,27,0,,1/19/2020 8:06,,People also ask,springbot.com
770,merchants coupons,54,54,,350,https://www.springbot.com/2016/08/unique-coupon-capability-enables-online-merchants-using-springbot-to-better-target-customers-drive-sales/,27,0,1,1/9/2020 7:46,,"Sitelinks, People also ask",springbot.com
771,best time to send an email campaign,53,54,11/28/2019 14:47,400,https://www.springbot.com/2018/04/ecommerce-marketing-best-times-to-send-email/,56,0,,12/26/2019 1:53,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
772,www clv com,44,44,,30,https://www.springbot.com/2019/12/blog-customer-lifetime-value-springbot/,39,0,0.25,1/3/2020 14:06,,"Sitelinks, People also ask",springbot.com
773,ebay board of directors,52,60,12/18/2019 6:16,200,https://www.springbot.com/2014/02/springbot-names-new-executive-board-directors/,2,0,3,1/17/2020 16:28,,"Sitelinks, People also ask",springbot.com
774,hammock gear coupon,43,43,,30,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,6,0,,1/6/2020 21:29,,"Video, Image pack",springbot.com
775,imagine conference 2016,40,40,,10,https://www.springbot.com/category/events/magento-imagine/,1,0,,1/11/2020 21:46,,"Top stories, Thumbnail, Image pack",springbot.com
776,consumer demographic data,45,34,12/18/2019 18:31,40,https://www.springbot.com/2014/07/three-benefits-knowing-stores-demographic-data/,14,0,9,1/18/2020 12:36,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Adwords bottom",springbot.com
777,guidance ecommerce,44,52,12/15/2019 19:53,30,https://www.springbot.com/2018/05/ecommerce-guide-to-preparing-for-gdpr/,51,0,,1/15/2020 9:24,,Sitelinks,springbot.com
778,learn woocommerce,44,43,11/27/2019 1:26,30,https://www.springbot.com/our-story/platform-partners/woocommerce/,22,0,14,12/24/2019 14:11,,"Top stories, Thumbnail, People also ask, Sitelinks, Video, Adwords bottom",springbot.com
779,maturity stages,51,55,12/2/2019 12:46,150,https://www.springbot.com/ecommerce-marketing-maturity/,5,0,,12/31/2019 23:05,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",springbot.com
780,best time to send email blast,46,60,1/11/2020 21:17,1300,https://www.springbot.com/2018/04/ecommerce-marketing-best-times-to-send-email/,56,0,25,1/20/2020 16:30,,"Featured snippet, Thumbnail, People also ask, Adwords bottom, Sitelinks",springbot.com
781,refer your friend,47,47,,60,https://www.springbot.com/our-story/springbots-refer-friend-program/,13,0,,1/18/2020 21:53,,"Adwords top, Sitelinks, People also ask, Knowledge panel",springbot.com
782,magento showcase,40,48,12/17/2019 14:08,10,https://www.springbot.com/2016/04/new-springbot-features-at-magento-imagine-2016/,2,0,,1/17/2020 14:06,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",springbot.com
783,online home furnishing stores,49,71,11/28/2019 21:00,100,https://www.springbot.com/2018/07/top-ecommerce-trends-home-furnishing/,50,0,2.5,12/25/2019 23:42,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Adwords bottom",springbot.com
784,mediatraffic,54,54,,300,https://www.springbot.com/2016/10/7-effective-ways-to-increase-your-social-media-traffic-and-conversions/,14,0,1.2,1/8/2020 12:37,,"Sitelinks, Top stories, Thumbnail, Image pack",springbot.com
785,average order value,53,58,12/5/2019 8:04,450,https://www.springbot.com/2017/03/7-ways-increase-average-order-value/,24,0,,1/5/2020 7:43,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack",springbot.com
786,email templates downloads,42,71,11/29/2019 17:32,20,https://www.springbot.com/email-templates-summer/,48,0,14,12/28/2019 1:43,,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",springbot.com
787,fastest growing companies in atlanta,47,60,11/30/2019 4:48,60,https://www.springbot.com/2019/08/springbot-recognized-with-awards-for-growth-and-culture/,1,0,,12/28/2019 22:58,,"Featured snippet, Thumbnail",springbot.com
788,irce booth,40,82,12/10/2019 16:08,10,https://www.springbot.com/irce-2019/,0,0,,1/10/2020 9:11,,"Image pack, Top stories, Thumbnail",springbot.com
789,one page checkout bigcommerce,42,78,12/20/2019 11:50,20,https://www.springbot.com/2018/09/six-essential-bigcommerce-plugins-for-smb-retailers/,1,0,7,1/19/2020 23:48,,"Adwords top, Sitelinks, Video, Adwords bottom, Knowledge panel",springbot.com
790,do i have to charge sales tax at a craft fair,51,95,11/27/2019 2:47,200,https://www.springbot.com/2017/04/sales-tax-myths/,2,0,,12/24/2019 14:00,,People also ask,springbot.com
791,i have put together,43,55,12/7/2019 14:33,20,https://www.springbot.com/2019/12/holiday-anatomy-of-the-email/,0,0,,1/7/2020 18:45,,"People also ask, Top stories, Thumbnail",springbot.com
792,best days to send emails,54,50,12/19/2019 13:01,250,https://www.springbot.com/2018/04/ecommerce-marketing-best-times-to-send-email/,63,0,,1/18/2020 23:41,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
793,best times to send email newsletters,42,58,12/2/2019 14:35,20,https://www.springbot.com/2018/04/ecommerce-marketing-best-times-to-send-email/,56,0,,1/1/2020 0:40,,"Featured snippet, Thumbnail, People also ask, Image pack",springbot.com
794,irce 2019,57,53,1/8/2020 2:22,700,https://www.springbot.com/irce-2019/,18,0,,1/16/2020 4:16,,"Sitelinks, People also ask, Top stories, Thumbnail",springbot.com
795,frankie's holiday commercial,44,61,12/11/2019 20:21,30,https://www.springbot.com/2017/12/big-brand-holiday-marketing/,0,0,,1/11/2020 7:44,,"Video, Image pack, Thumbnail",springbot.com
796,create ads online,41,29,12/19/2019 8:50,20,https://www.springbot.com/features/online-ads/,31,0,,1/19/2020 4:51,,"Adwords top, Top stories, Thumbnail, People also ask",springbot.com
797,user acquisition strategies,51,53,11/28/2019 16:51,150,https://www.springbot.com/2019/03/3-customer-acquisition-strategies-to-grow-your-ecommerce-business/,30,0,10,12/26/2019 12:39,,"Featured snippet, Thumbnail, People also ask, Top stories",springbot.com
798,shopping cart optimization,32,28,12/10/2019 2:05,20,https://www.springbot.com/2018/07/seven-ways-to-optimize-the-checkout-process-on-your-ecommerce-site/,25,0,10,1/10/2020 14:33,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Adwords bottom",springbot.com
799,shipping box company,44,54,11/29/2019 20:05,30,https://www.springbot.com/2018/04/five-benefits-of-custom-shipping-packages/,51,0,5,12/27/2019 12:14,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",springbot.com
800,hootsuite newsletter,40,40,,10,https://www.springbot.com/tag/hootsuite/,42,0,,1/6/2020 22:07,,"Adwords top, Sitelinks, People also ask, Video",springbot.com
801,amazon marketplace com,47,78,11/27/2019 2:20,60,https://www.springbot.com/features/amazon-marketplace-coming-soon/,50,0,1.7,12/24/2019 21:35,,"Adwords top, Sitelinks, People also ask, Knowledge panel",springbot.com
802,custom shipping box,52,51,11/30/2019 16:50,150,https://www.springbot.com/2018/04/five-benefits-of-custom-shipping-packages/,58,0,3,12/28/2019 13:11,,"Adwords top, Sitelinks, People also ask, Image pack, Top stories, Thumbnail, Adwords bottom, Shopping results",springbot.com
803,amazon product title guidelines,47,49,12/5/2019 16:50,60,https://www.springbot.com/2017/04/optimize-product-listing-amazon/,7,0,,1/5/2020 10:47,,"Featured snippet, People also ask, Top stories, Thumbnail",springbot.com
804,top 500 fastest growing companies,41,41,,10,https://www.springbot.com/2019/11/deloitte-2019-ranking/,45,0,,1/13/2020 4:52,,"Sitelinks, People also ask",springbot.com
805,refer a friend program,51,52,11/30/2019 22:49,300,https://www.springbot.com/our-story/springbots-refer-friend-program/,33,0,7,12/28/2019 12:18,,"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories, Image pack, Adwords bottom",springbot.com
806,online shopping statistics 2017,57,57,,500,https://www.springbot.com/2018/01/ten-2017-ecommerce-stats-learn-use-2018/,77,0,,1/16/2020 16:16,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
807,l space coupon codes,48,46,11/27/2019 2:31,70,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,12,0,,12/25/2019 9:29,,"Adwords top, Sitelinks, Image pack, Adwords bottom, Shopping results, Thumbnail",springbot.com
808,what does metrics driven mean,46,46,,40,https://www.springbot.com/2017/06/4-essential-metrics-for-data-driven-marketers/,3,0,,1/10/2020 18:40,,"Featured snippet, Thumbnail, People also ask",springbot.com
809,demographic characteristics in marketing,40,71,11/30/2019 0:13,10,https://www.springbot.com/2014/07/three-benefits-knowing-stores-demographic-data/,13,0,,12/29/2019 6:22,,"Featured snippet, Thumbnail, People also ask",springbot.com
810,flashpoint nyc,51,53,12/15/2019 13:03,150,https://www.springbot.com/2012/09/springbot-rocks-flashpoint-demo-days/,1,0,,1/15/2020 9:16,,"Adwords top, Sitelinks, Top stories, Thumbnail",springbot.com
811,thank you coupon,50,50,,100,https://www.springbot.com/2016/09/make-coupon-code-marketing-effective-store/,12,0,0.7,12/23/2019 4:08,,"Top stories, Thumbnail, Video, Knowledge panel",springbot.com
812,url redirect shopify,44,50,12/6/2019 2:05,30,https://www.springbot.com/2016/08/overcoming-challenges-in-creating-redirects-in-shopify/,3,0,,1/5/2020 11:55,,"People also ask, Top stories, Thumbnail, Image pack",springbot.com
813,best time to send email on wednesday,50,63,11/29/2019 22:38,100,https://www.springbot.com/2018/04/ecommerce-marketing-best-times-to-send-email/,60,0,,12/27/2019 20:37,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",springbot.com
814,examples of loyalty,52,52,,250,https://www.springbot.com/2018/06/eight-industries-where-loyalty-programs-are-extremely-effective/,14,0,0.05,1/2/2020 11:54,,"Featured snippet, People also ask, Image pack",springbot.com
815,www.hootesuite,43,33,12/19/2019 7:31,20,https://www.springbot.com/2014/05/springbot-hootsuite-launch-app-drive-ecommerce-revenue/,26,0,,1/19/2020 7:47,,"Adwords top, Sitelinks, Tweet box, People also ask",springbot.com
816,athletic apparal,44,44,,20,https://www.springbot.com/2018/06/top-ecommerce-trends-for-the-athletic-apparel-industry/,24,0,1.6,1/8/2020 0:33,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",springbot.com
